capital,company_name,garden,income_growth,is_sold,market_value,net_asset,net_capital,net_profit,net_profit_growth,net_profit_t,net_profit_t_1,net_profit_t_2,net_profit_t_3,status,stock_code,stock_share,target_income,target_industry,total_debt
25061.207308,上海致远,上海张江,-50.4764,0,6800.0,,10950.879622,-274.839102,-421.6428,,884.0001831676562,-2843.3229411455786,9145.343520942992,正常交易,430324.OC,3605.308,2800.006356,信息技术业,14077.165480000001
22876.240715,精英智通,中关村,56.6545,0,33000.0,,9678.906958,660.397402,287.6886,,2560.2854422501723,9925.934787063503,38481.717612879474,正常交易,430325.OC,665.175,4282.031098,信息技术业,13462.632827000001
1537.75703,希文科技,武汉东湖,43.9266,0,1100.0,,1304.449607,133.875049,507.7896,,813.678624816904,4945.454059060161,30057.955443745515,正常交易,430326.OC,301.25,477.188855,制造业,233.307423
817.9897559999999,元工国际,中关村,-84.8607,0,500.0,,770.481179,-87.320256,-188.0939,,76.92381900038399,-67.76519218637927,59.69700063947676,正常交易,430327.OC,,63.517415,信息技术业,47.508577
12759.462798,北京希电,中关村,49.8176,0,5130.0,,3800.293026,-162.983348,12.3724,,-183.148299747952,-205.8081399859676,-231.27154629759144,正常交易,430328.OC,1647.2333,2951.812002,信息技术业,8959.169772
3803.361468,百林通信,上海张江,-0.9609,0,1599.0,,2060.188304,-76.169752,13.1159,,-86.160100502568,-97.46077312438432,-110.24363066660544,正常交易,430329.OC,741.2183,1185.935873,信息技术业,1743.173164
9565.379393000001,捷世智通,中关村,33.7275,0,3800.0,,8531.287776000001,699.402668,5928.2565,,42161.78679488342,2541620.6529787015,153215412.21853104,正常交易,430330.OC,1585.4974,5371.203119,信息技术业,1034.091617
2826.2987789999997,中环系统,天津滨海,38.7317,0,1343.0,,1498.987465,37.820337,-24.3484,,28.611690065892,21.64520132188835,16.37494112322969,正常交易,430331.OC,659.6666,1713.337413,信息技术业,1327.311314
7827.782897,安华智能,武汉东湖,22.5603,0,5100.0,,6500.352412,387.45406,75.0224,,678.1313947094401,1186.881842173935,2077.309085337033,正常交易,430332.OC,1196.1058,6016.724069,信息技术业,1327.4304849999999
1826.6768780000002,普康迪,中关村,74.4066,0,800.0,,1046.909259,25.152951,138.881,,60.08562087831001,143.53313201031577,342.87338107756244,正常交易,430333.OC,633.3332,811.743416,信息技术业,779.7676190000001
12436.259593,科洋科技,上海张江,107.3193,0,23500.0,,6195.9899479999995,1330.436808,289.8712,,5186.989948591296,20222.579956452264,78842.01514717992,正常交易,430334.OC,800.0,4474.086757,制造业,6159.071749000001
8699.514524,华韩整形,中关村,52.4327,0,182532.9922,,6510.137423,387.483471,59.5568,,618.2562268565281,986.4698513730167,1573.9797278155418,正常交易,430335.OC,2188.6664,11425.74922,社会服务业,2161.9160190000002
13509.869685,皇冠幕墙,天津滨海,92.1188,0,4640.0,,6563.928745,429.40513,3236.4541,,14326.90506549533,478010.6114608267,15948604.644519823,正常交易,430336.OC,972.5,8191.429023,建筑业,6945.94094
1194.149161,朗威视讯,中关村,-47.9274,0,1321.3,,896.867452,-190.814489,-81.1648,,-35.940290632128,-6.769425621142571,-1.2750348545934453,正常交易,430337.OC,409.1833,343.672635,信息技术业,297.281709
13508.796794999998,银音科技,上海张江,-21.6929,0,35646.0,,5449.62491,97.595239,-61.8036,,37.277867869396,14.238803522865974,5.438710348807978,正常交易,430338.OC,1369.5825,5195.504007,信息技术业,7878.611773999999
26597.534932,中搜网络,中关村,2.6535,0,222169.9996,,4023.998853,-8265.175549,15.953,,-9583.71900433197,-11112.609697093048,-12885.4043220703,正常交易,430339.OC,3594.2266,8523.998472,信息技术业,22548.123563
2867.7199149999997,伟钊科技,上海张江,37.0052,0,1500.0,,2368.428433,249.220125,684.1921,,1954.364531860125,15325.972264049084,120185.06374286406,正常交易,430340.OC,,1334.566922,制造业,499.29148200000003
5958.8585840000005,呈创科技,中关村,310.3544,0,2352.9412,,4588.465141,174.703849,1027.7569,,1970.2347116630813,22219.457906975505,250581.46968851186,正常交易,430341.OC,1277.1112,2187.344638,信息技术业,1370.393443
4351.235234000001,天润康隆,中关村,4.8424,0,820.0,,1593.3911349999998,28.929498,120.37100000000001,,63.75222403758,140.49141363385542,309.60233313906355,正常交易,430342.OC,298.972,824.728883,制造业,2757.844099
2138.3937339999998,优网科技,上海张江,-14.7481,0,500.0,,1052.897728,-16.104381,0.5824,,-16.198172914944,-16.292511074000632,-16.387398658495616,正常交易,430343.OC,129.5,1067.90036,信息技术业,1085.49066
6299.770379,鼎晖科技,上海张江,3.5093,0,19795.0,,3613.629549,-92.662428,-701.33,,557.2069782924001,-3350.6527225656896,20148.480016604262,正常交易,430344.OC,319.2497,2957.271418,信息技术业,2688.04698
1301.992311,天呈医流,上海张江,-24.8203,0,600.0,,519.44839,3.233149,110.7086,,6.8125229938139995,14.354571824943562,30.246317328333028,正常交易,430345.OC,,780.085261,信息技术业,777.8516139999999
3004.130114,哇棒传媒,中关村,240.9905,0,1173.11,,2867.245832,512.524067,108.4442,,1068.326691265614,2226.865024995079,4641.770986430793,正常交易,430346.OC,474.9433,3205.167444,信息技术业,136.884282
1355.503237,地大信息,武汉东湖,-15.9095,0,1010.0,,1054.847794,62.833783,-60.0342,,25.112024046214003,10.036221306261798,4.011056134817978,正常交易,430347.OC,359.2549,547.520684,信息技术业,300.655443
21177.334524,瑞斯福,中关村,10.949000000000002,0,1314.0,,5229.515939,381.881609,1421.1732,,5809.080691836788,88366.1786505958,1344202.627496985,正常交易,430348.OC,255.7146,6866.439523,制造业,15947.818584999999
2319.8825260000003,安威士,上海张江,6.2268,0,600.0,,1338.301837,110.712478,-31.7196,,75.594922828312,51.61651568686275,35.24396337705263,正常交易,430349.OC,195.0,1832.326255,信息技术业,981.580689
3526.072914,万德智新,武汉东湖,-40.2404,0,2918.5168,,1701.988669,60.158925,107.7664,,124.9900327512,259.6872914059892,539.5429366117332,正常交易,430350.OC,849.9730000000001,574.072288,信息技术业,1824.084245
3399.300033,爱科凯能,中关村,57.0374,0,1775.5,,2095.6072670000003,159.99676,507.6825,,972.272311087,5908.32868682126,35903.8794722926,正常交易,430351.OC,1130.1612,1877.349915,制造业,1303.6927660000001
2819.1851149999998,慧网通达,中关村,6.7442,0,600.0,,797.785224,33.002198,56.317,,51.58804584766,80.64088562768667,126.05541318663097,正常交易,430352.OC,172.5,1550.673483,信息技术业,2021.399891
5534.5415,百傲科技,上海张江,107.5114,0,15882.39,,3566.0019859999998,187.394115,618.9668,,1347.30147200382,9686.650279618761,69643.79954256606,正常交易,430353.OC,898.7141,1444.771611,制造业,1968.539514
1543.242872,华敏测控,武汉东湖,29.8601,0,822.0,,914.774776,23.368397,61.9845,,37.853181038465,61.31628603925233,99.32287935925271,正常交易,430354.OC,11.0,663.362691,制造业,628.468096
3843.8172170000003,沃特能源,上海张江,32.9617,0,1043.0,,1370.9272050000002,1.286213,-96.1224,,0.049874195288000044,0.0019339217964874913,7.498975158059902e-05,正常交易,430355.OC,22.9375,2242.41877,建筑业,2475.2253769999998
4318.289384000001,雷腾软件,上海张江,48.1161,0,2418.0,,2071.714528,303.629646,224.3385,,984.7878393917099,3194.0461064654814,10359.521231018543,正常交易,430356.OC,400.225,2516.669625,信息技术业,2246.5748559999997
20037.831665,行悦信息,上海张江,15.1962,0,39060.0,,11234.800326999999,490.404291,365.5288,,2282.973211040808,10627.897793679744,49475.92506414379,正常交易,430357.OC,6760.1162,2951.497565,信息技术业,8803.031337999999
15123.083338,基美影业,上海张江,-48.4503,0,5714.625,,13602.462759,-829.222861,-255.7291,,1291.3412984295508,-2010.9941819726535,3131.7031406383744,正常交易,430358.OC,2237.5561,1033.155972,传播与文化产业,1520.620579
14460.710519999999,同济医药,武汉东湖,22.0049,0,44717.043,,7186.4389519999995,774.862995,24.7192,,966.40292846004,1205.2900011519343,1503.2280471166835,正常交易,430359.OC,2916.6708,2440.329547,制造业,7274.271568000001
2617.209762,竹邦能源,中关村,-23.3626,0,8118.0,,1358.7182970000001,-50.608212,-131.9923,,16.190731007676,-5.179787236168728,1.6571330719568078,正常交易,430360.OC,710.25,342.796115,社会服务业,1258.491465
755.290441,般固科技,中关村,-14.762,0,651.0,,691.851704,-117.57288,-226.3554,,148.55968281552,-187.71318146028156,237.18574128686464,正常交易,430361.OC,,314.361586,信息技术业,63.438736999999996
3833.307131,东电创新,中关村,566.2525,0,12519.36,,3012.0598809999997,133.94622,11943.4184,,16131.703705584481,1942808.5723118433,233980565.07458183,正常交易,430362.OC,1279.4133,1359.540044,信息技术业,821.24725
15921.434511000001,上海上电,上海张江,-10.9103,0,3225.0,,11729.570724,502.858796,-22.8167,,388.123013093068,299.56614956466194,231.21503991694172,正常交易,430363.OC,1246.9999,6198.021664,制造业,4191.863786999999
17225.772705,赫宸环境,股转系统挂牌股票(非园区类,22.6787,0,4200.0,,4424.193794,-561.004331,-1629.1275,,8578.471501512024,-131175.76680928326,2005844.7236166229,正常交易,430365.OC,2117.2897,2555.513342,制造业,12801.578911
14525.276563999998,金天地,股转系统挂牌股票(非园区类,-97.6503,0,45500.0,,10111.705686,-465.252386,-172.419,,336.93112541734007,-244.00215171598353,176.70391825119813,正常交易,430366.OC,2000.0,63.911724,传播与文化产业,4402.989332
2028.4631120000001,力码科,股转系统挂牌股票(非园区类,52.6842,0,1200.0,,1190.3106810000002,34.876129,-79.5886,,7.118706194706,1.4530275962262207,0.29658327477611884,正常交易,430367.OC,263.33,1348.40233,制造业,803.850549
3508.3338799999997,明波通信,上海张江,1.3937,0,10800.0,,2417.92069,-5.510519,-105.1186,,0.28206142553399977,-0.014437596127383299,0.0007390027953762409,正常交易,430368.OC,258.75,1066.038525,信息技术业,884.485316
40261.865098,威门药业,贵阳高新区,21.7488,0,119900.0,,20224.601133,1154.420523,6.2624,,1226.714953832352,1303.5367511011493,1385.1694366021075,正常交易,430369.OC,6653.4,12048.735339,制造业,20037.263965000002
26771.574417,谢裕大,股转系统挂牌股票(非园区类,-0.4011,0,6800.0,,15512.711790000001,1389.770758,47.1723,,2045.3575892760337,3010.199807362092,4430.18029109036,正常交易,430370.OC,3379.775,8038.282222,农、林、牧、渔业,10871.3859
6239.3267590000005,科传股份,股转系统挂牌股票(非园区类,3.8889,0,60000.0,,5740.978418,454.552044,23.5773,,561.723143070012,694.1622936810579,857.8270201491221,正常交易,430371.OC,1020.0,2610.620433,信息技术业,498.348341
19832.31409,泰达新材,股转系统挂牌股票(非园区类,34.644,0,30667.5,,11415.932042,385.597494,205.0317,,1176.194591105598,3587.7663565574544,10943.824709435265,正常交易,430372.OC,1616.2142,6984.806093,制造业,8416.382048000001
6645.460653,捷安高科,郑州高新区,-31.7038,0,1200.0,,2515.004757,104.121181,78.8464,,186.216983855984,333.0423718150086,595.6342924657575,正常交易,430373.OC,300.0,856.727128,信息技术业,4130.455896
2500.310155,英富森,中关村,8.6191,0,26003.2,,1995.1861629999999,59.992786,-35.3962,,38.757619481868005,25.03889497482704,16.17607763174731,正常交易,430374.OC,451.8666,694.925393,信息技术业,505.123992
1453.668452,星立方,股转系统挂牌股票(非园区类,31.4115,0,1200.0,,1347.200264,33.536155,-61.4015,,12.944452787675,4.996364609250736,1.9285217937016452,正常交易,430375.OC,300.0,840.328085,信息技术业,106.46818799999998
26917.431970999998,东亚装饰,股转系统挂牌股票(非园区类,21.1514,0,27900.0,,6800.142767,678.927695,46.8989,,997.3373157503551,1465.0775461267983,2152.1827994072596,正常交易,430376.OC,1250.0,25339.799189,建筑业,20117.289204
41828.329089,海格物流,股转系统挂牌股票(非园区类,-16.2794,0,27499.08,,9476.222881,54.667086,-94.147,,3.199664543579998,0.18727636573573722,0.010961285686512693,正常交易,430377.OC,2396.2342,32319.123236,交通运输、仓储业,30492.709006
17586.965465999998,山本光电,股转系统挂牌股票(非园区类,80.9231,0,7100.0,,8832.604540999999,272.253772,56.1643,,425.1631972673961,663.9531308702482,1036.857759151607,正常交易,430378.OC,1704.5,9982.218013,制造业,8754.360925
3823.883825,昂盛智能,股转系统挂牌股票(非园区类,39.1286,0,11210.0,,1892.2538739999998,152.185326,-46.2445,,81.80798291793,43.976290257447864,23.639674709342387,正常交易,430379.OC,787.9,2285.715942,建筑业,1931.6299510000001
1482.113752,成明节能,西安高新区,52.4111,0,780.0,,1134.335964,90.150911,201.7509,,272.031185300699,820.8565499255269,2476.9420271092267,正常交易,430380.OC,,605.381383,制造业,347.777788
3771.498025,阿兰德,南昌高新区,26.3939,0,1100.0,,1353.474644,216.141399,487.9906,,1270.891108828494,7472.720256147315,43938.89267044214,正常交易,430381.OC,404.7083,4664.17687,制造业,2418.023381
23076.325697,元亨光电,股转系统挂牌股票(非园区类,-2.2786,0,22161.6,,9609.200871,750.541043,-18.9674,,608.182921210018,492.82643381242906,399.35007280549036,正常交易,430382.OC,872.1,11559.113646,制造业,13467.124826
67277.27078600001,红豆杉,股转系统挂牌股票(非园区类,0.8431,0,100000.0,,42813.494061000005,3057.603807,3.7942,,3173.6154106451936,3294.0287265558936,3419.010764498877,正常交易,430383.OC,8333.3332,9416.501352,农、林、牧、渔业,24463.776725
2587.170059,宜达胜,股转系统挂牌股票(非园区类,17.5225,0,750.0,,871.2666810000001,-13.621216,-121.4975,,2.928220909599999,-0.6294942900412596,0.1353255350016197,正常交易,430384.OC,187.4999,1704.588278,制造业,1715.9033780000002
4543.4978439999995,中一检测,宁波高新区,67.5354,0,2600.0,,2720.584828,52.561534,118.9852,,115.10198035296801,252.05630187990775,551.9659967843197,正常交易,430385.OC,558.3332,2058.064057,社会服务业,1739.4716859999999
38822.0426,大禹电气,股转系统挂牌股票(非园区类,-30.3462,0,5600.0,,10040.312617,-1418.588063,-541.3126,,6260.407864114938,-27627.9687157301,121925.70706657511,正常交易,430386.OC,2370.4533,5066.909424,制造业,28155.990741
15307.219274000001,旌旗电子,西安高新区,17.0612,0,50000.0,,10104.567151000001,239.783546,113.9107,,512.922661733422,1097.1964561725952,2347.0206197739917,正常交易,430387.OC,1247.75,6482.019301,制造业,5202.652123
2936.938078,苏大明世,股转系统挂牌股票(非园区类,-0.0433,0,8800.56,,2691.2216359999998,279.994118,16.1559,,325.22968770996204,377.77347082669576,438.8061749999859,正常交易,430388.OC,1035.4428,627.19807,制造业,245.716442
2672.652375,意普万,东莞松山湖,23.0354,0,4680.0,,1245.3127060000002,170.763658,153.2793,,432.50899763679394,1095.455761651488,2774.5626849205573,正常交易,430389.OC,212.7783,2007.629729,制造业,1328.784892
4341.7050039999995,中科网络,股转系统挂牌股票(非园区类,-19.5498,0,1530.0,,1640.5701869999998,-3.826586,-103.4827,,0.13326851062199976,-0.004641342419432378,0.00016164403244157117,正常交易,430390.OC,428.9955,1946.318817,社会服务业,2701.134817
10216.162194,万特电气,郑州高新区,6.4472,0,2000.0,,6835.016409000001,168.820982,131.9819,,391.6341216422579,908.5202764340212,2107.6025991568945,正常交易,430391.OC,857.66,2227.208872,电力、煤气及水的生产和供应业,3381.145785
3386.034306,斯派克,长沙高新区,3.7692,0,8288.0,,2751.146976,177.655543,-38.7987,,108.727501838059,66.542644582416,40.724963538818166,正常交易,430392.OC,1188.0494,2276.204893,制造业,634.88733
16837.403774000002,三景科技,股转系统挂牌股票(非园区类,4.1187,0,19170.0,,5584.981482,-85.473941,-140.2733,,34.423176680753,-13.863349214169698,5.583228219070205,正常交易,430393.OC,1260.0,7448.75222,制造业,11265.196971
5891.9113689999995,伯朗特,股转系统挂牌股票(非园区类,82.8812,0,11700.0,,2834.410384,586.272306,1103.8648,,7057.925924082288,84967.88581010139,1022898.4685720055,正常交易,430394.OC,747.0,3906.501008,制造业,3057.500985
25786.663581,奥盖克,股转系统挂牌股票(非园区类,72.8214,0,32300.0,,12319.583468,1114.193521,3008.6059999999998,,34635.88664541725,1076693.2504126395,33470150.983922325,正常交易,430395.OC,4542.25,12278.76573,制造业,13467.080113
16248.175833000001,亿汇达,哈尔滨高新区,-24.3905,0,41310.0,,7877.322859000001,1167.967024,-21.4931,,916.934703564656,719.857010792801,565.1374236060935,正常交易,430396.OC,840.0,10081.141389,制造业,8346.947305
7947.9889840000005,金帆股份,股转系统挂牌股票(非园区类,-15.0863,0,11460.0,,4350.771251,35.463735,-81.782,,6.460783242300001,1.177025491082214,0.21443050396535776,正常交易,430397.OC,774.75,1320.417624,制造业,3597.217733
1538.304163,励图科技,合肥高新区,23.145,0,1598.4,,1288.173565,-260.104757,-48.2032,,-134.725940773776,-69.7837260907112,-36.1457370357535,正常交易,430398.OC,516.45,248.442649,信息技术业,250.130598
1677214.61822,湘财证券,股转系统挂牌股票(非园区类,42.2539,0,319725.5878,,371271.740302,19718.49104,203.77,,59898.860232208004,181954.76772737826,552723.997925457,正常交易,430399.OC,160742.6904,53065.147118,金融、保险业,1305942.87792
