capital,company_name,garden,income_growth,is_sold,market_value,net_asset,net_capital,net_profit,net_profit_growth,net_profit_t,net_profit_t_1,net_profit_t_2,net_profit_t_3,status,stock_code,stock_share,target_income,target_industry,total_debt
413.88345899999996,紫新科技,中关村,-80.4237,0,500.0,,408.539719,-132.94383,-1169.2839999999999,,1421.5471031771997,-15200.375726737286,162535.1855858855,正常交易,430193.OC,126.9875,25.42561,信息技术业,5.34374
2988.1681559999997,锐风行,中关村,-12.753,0,1055.619,,2515.8425780000002,44.423115,-50.0397,,22.193921523345,11.088149774827734,5.539672891953261,正常交易,430194.OC,680.7856,612.333167,传播与文化产业,472.325578
10950.07947,欧泰克,中关村,305.2646,0,9500.00019,,6395.000353,-143.43658,80.1719,,-258.43241148102,-465.62258598117177,-838.9210599914107,正常交易,430195.OC,2182.2209,1058.7688,制造业,4555.079117
11706.196998000001,宣爱智能,中关村,65.8797,0,4860.0,,3760.4694090000003,-284.321828,-2222.6573,,6035.178037535443,-128106.14718174282,2719254.484902008,正常交易,430196.OC,1307.85,1539.197511,信息技术业,7945.727589
6991.972384000001,ST津伦,天津滨海,7.0897,0,3930.0,,-1461.3703679999999,-491.93669,-15.7939,,-414.24070111809,-348.8159390241999,-293.7242984306568,正常交易,430197.OC,660.0,459.656572,制造业,8453.342752
8083.996272,微创光电,武汉东湖,-43.0749,0,30139.28,,5243.133049,-296.904994,-180.5562,,239.17538077662795,-192.67059808918194,155.20811233791756,正常交易,430198.OC,1273.2298,1554.774465,信息技术业,2840.863223
1141.3348939999998,了望股份,中关村,6.6307,0,3700.0,,774.706708,-142.347665,-4.3562,,-136.14671601727,-130.2158927741257,-124.54342805309922,正常交易,430199.OC,258.08,731.281919,社会服务业,145.102531
2269.2390739999996,时代地智,武汉东湖,434.9872,0,1900.0,,1227.132877,232.209881,225.0909,,754.893192031829,2454.089072015001,7978.020251015217,正常交易,430200.OC,222.7,1012.906648,信息技术业,1042.106197
1495.322001,腾实信,中关村,21.4998,0,500.0,,758.033639,135.205871,-25.633000000000003,,100.54855008657,74.77494024287952,55.60787981042222,正常交易,430201.OC,,599.496822,信息技术业,737.288362
2165.3870620000002,星河科技,中关村,5.1772,0,1000.0,,1286.873673,39.063297,131.0819,,90.26820891024299,208.5934922457588,482.02180515785204,正常交易,430202.OC,378.22,821.543732,制造业,878.5133890000001
4571.082497,兴和鹏,中关村,-57.0041,0,1901.7,,3315.831079,-659.152828,-46361.663,,304935.0599443296,-141068029.80029374,65260416546.95147,正常交易,430203.OC,747.525,433.131121,采掘业,1255.124725
1707.79065,石竹科技,中关村,-15.436,0,900.0,,762.797837,-207.186643,-675.9664,,1193.325448967952,-6873.15362870455,39587.05552171897,正常交易,430204.OC,,930.354447,信息技术业,944.9928130000001
4984.326828,亿房信息,武汉东湖,-4.0894,0,44000.0,,4393.947034000001,-206.532692,-73.1767,,-55.39888357323601,-14.859808737499819,-3.9858910770857894,正常交易,430205.OC,260.8668,991.380495,信息技术业,590.3797940000001
8326.210162000001,尚远环保,武汉东湖,1176.9284,0,8400.0,,5954.800316,-408.745566,-38.7792,,-250.237305469728,-153.19728030701123,-93.78860058219472,正常交易,430206.OC,3319.875,855.927349,社会服务业,2021.9664870000001
3334.39407,威明德,武汉东湖,40.5002,0,9960.0,,1582.2149960000002,11.512465,133.3921,,26.869183825265004,62.71055238264632,146.3614751274583,正常交易,430207.OC,538.77,653.556586,制造业,1752.179075
9991.497047,优炫软件,中关村,21.1896,0,32607.6,,7401.657492,587.479294,17.8146,,692.1363803089239,815.4377079154375,960.7046738297408,正常交易,430208.OC,2028.4687,2869.00577,信息技术业,2578.982998
13253.258909,康孚科技,中关村,117.4437,0,4030.0,,4848.610585,205.548665,544.5195,,1324.801227914675,8538.602250149524,55032.95652965247,正常交易,430209.OC,318.2692,3209.101653,制造业,8404.648324
16031.333106,舜能润滑,天津滨海,8.8878,0,47386.0,,11813.549601,-99.203612,-1936.1556,,1821.5326771402722,-33446.17425714103,614123.8016082534,正常交易,430210.OC,5657.5108,3687.449334,制造业,3787.7101479999997
10480.691161,丰电科技,中关村,32.1566,0,6819.5,,3806.0565840000004,269.555044,150.5614,,675.4008920170161,1692.2939306503235,4240.23536475248,正常交易,430211.OC,838.325,5767.884549,社会服务业,6187.001920000001
13193.392075,六合伟业,中关村,-2.4735,0,29575.0,,10797.295724,276.391507,-15.8334,,232.629334130662,195.79620114041776,164.79500542905086,正常交易,430212.OC,1788.4425,2864.214192,制造业,2396.096351
6341.996816,乐升股份,中关村,-41.1454,0,72000.0,,6084.522812,396.15234,331.9131,,1711.0338524165402,7390.179354021705,31919.152743515122,正常交易,430213.OC,3339.14,454.591591,信息技术业,257.743606
15001.878630000001,建中医疗,上海张江,12.3302,0,19487.1468,,6932.878562999999,73.997952,-35.26,,47.9062741248,31.01452186839552,20.078801457599255,正常交易,430214.OC,1552.4051,5891.120539,制造业,8069.000067
5130.156038,必可测,中关村,-63.6872,0,18600.0,,3875.7448979999995,-500.29376,-87.9639,,-60.21585724736003,-7.247640794149503,-0.8723332936246287,正常交易,430215.OC,1625.7,191.144096,社会服务业,1254.41114
4386.666216,风格信息,上海张江,108.5866,0,1050.0,,1631.2745830000001,-643.629414,9.2416,,-703.111069924224,-768.089782562341,-839.0735679076225,正常交易,430216.OC,366.0566,839.899456,制造业,2755.3916329999997
1139.627927,申石软件,上海张江,63.922,0,500.0,,1010.501268,-175.22376,-6.5731,,-163.70612703144,-152.94555959553642,-142.89229501776222,正常交易,430217.OC,312.5033,392.106132,信息技术业,129.12665900000002
1280.417135,长虹立川,天津滨海,3.79,0,1000.0,,1193.264845,0.514829,103.9813,,1.050154886977,2.1421195904692154,4.369523388193782,正常交易,430218.OC,250.0,518.442997,制造业,87.15229000000001
3812.600975,拓川股份,中关村,27.6562,0,650.0,,895.47634,32.007034,128.0422,,72.989544488348,166.44696302120752,379.56931630674814,正常交易,430219.OC,162.5,2378.550018,制造业,2917.124635
6701.754533,迈达科技,天津滨海,-4.9584,0,4000.0,,5203.434464,394.774656,7.068,,422.67732868608005,452.5521622776122,484.53854910739386,正常交易,430220.OC,,2339.334135,制造业,1498.3200689999999
4813.942848,风帆电镀,武汉东湖,13.4233,0,1650.0,,1910.0651690000002,64.316243,746.4101,,544.379176692543,4607.680333822529,38999.87172118761,正常交易,430221.OC,965.3431,2924.417968,制造业,2868.215219
17300.900758,璟泓科技,武汉东湖,377.2965,0,29701.832710000002,,5738.182647,502.021236,181.5038,,1413.2088561469682,3978.2366319902494,11198.88729204457,正常交易,430222.OC,1176.6666,3827.123123,制造业,11042.69082
22932.033091999998,亿童文教,武汉东湖,28.1839,0,161550.0,,14455.10755,2782.425527,44.9091,,4031.987789345957,5842.717217651123,8466.628935643284,正常交易,430223.OC,1215.625,14254.529692,传播与文化产业,8476.925542
1223.0928310000002,网动科技,中关村,26.7691,0,500.0,,648.3844330000001,0.046964,-99.4128,,0.00027577260799999944,1.6193367541759936e-06,9.508745420521416e-09,正常交易,430224.OC,,784.012257,信息技术业,574.708398
74663.647667,伊禾农品,上海张江,16.4184,0,78043.0,,38602.666141,2184.631691,14.5814,,2503.181576391474,2868.1804947714213,3286.4013654360215,正常交易,430225.OC,7907.3216,18849.226425,农、林、牧、渔业,36060.981525999996
17583.885564,奥凯立,中关村,3.0653,0,3170.0,,12371.636537999999,1386.351559,25.5906,,1741.1272410574538,2186.6921488075027,2746.279789840235,正常交易,430226.OC,1307.4575,6810.251966,采掘业,5212.2490259999995
5686.096363000001,东软慧聚,中关村,-22.8025,0,3000.0,,4571.110444,-195.955613,-195.4489,,187.03747709675702,-178.52521447660655,170.40035344056173,正常交易,430227.OC,1811.9579,4490.501452,信息技术业,1114.985919
91882.953966,天房科技,天津滨海,219.9503,0,13600.0,,17461.314368,59.367534,1649.2531,,1038.488428888554,18165.791035474325,317765.6628275567,正常交易,430228.OC,7254.7817,28863.04713,信息技术业,74421.63959800001
21985.336012,绿岸股份,上海张江,-20.6191,0,5959.5626,,19917.706674,2804.506083,-41.3604,,1644.5511490468682,964.3582155964873,565.4958001929178,正常交易,430229.OC,2100.1872,11982.620351,信息技术业,2067.6293379999997
14727.869355,银都传媒,武汉东湖,-7.4647,0,14559.12,,6811.406233,106.328457,-40.12,,63.6694800516,38.12528465489808,22.82942045135297,正常交易,430230.OC,1739.625,1111.945529,传播与文化产业,7916.463122
3872.0697579999996,赛诺达,天津滨海,-1.5959,0,1550.0,,1679.172265,36.409968,-56.1686,,15.958998713951999,6.995052562307156,3.0660294687950986,正常交易,430231.OC,575.0,602.853688,信息技术业,2192.897493
8073.682629999999,ST桦清,天津滨海,-5.2119,0,49770.0,,2962.045188,652.914458,195.6344,,1930.239740421552,5706.452675156813,16870.237127483793,正常交易,430232.OC,1617.5,4826.173479,社会服务业,5095.7043060000005
4609.842278,星原丰泰,中关村,-17.0942,0,3060.0,,1644.451834,-391.106419,-34.7446,,-255.21805814412605,-166.54356471418205,-108.67866932849836,正常交易,430233.OC,911.25,1009.809754,制造业,2965.390444
4312.841945,翼捷股份,上海张江,1.5556,0,1236.0,,3081.930084,478.940404,47.5599,,706.7239812019959,1042.8411999376838,1538.8154317868464,正常交易,430234.OC,789.0,2046.105102,制造业,1230.911861
891.5443730000001,典雅天地,中关村,18.5175,0,685.6997,,767.838259,-6.21211,-416.8314,,19.681915082539998,-62.35848710282262,197.57126770669234,正常交易,430235.OC,287.0997,266.502223,传播与文化产业,123.70611399999999
5961.65066,美兰股份,中关村,89.1306,0,1705.0,,2350.2937030000003,640.385653,163.1784,,1685.3567153949523,4435.49483786899,11673.2643463862,正常交易,430236.OC,117.5598,5303.944425,制造业,3609.573505
5522.5364469999995,大汉三通,上海张江,-14.9385,0,21310.87,,2473.623328,38.263684,-43.552,,21.599084344319998,12.192251130681752,6.8822819182472355,正常交易,430237.OC,451.7084,2716.649074,信息技术业,3048.9131190000003
7695.861259,普华科技,上海张江,25.441999999999997,0,31302.0,,6170.211977,-946.117566,-0.1493,,-944.705012473962,-943.2945678903385,-941.8862291004782,正常交易,430238.OC,1259.3575,2579.609744,信息技术业,1207.9105960000002
3487.475957,信诺达,中关村,-5.1232,0,8297.502868000001,,2312.507434,-78.671018,-131.151,,24.506808817180016,-7.634116014639751,2.37810347972043,正常交易,430239.OC,334.3985,839.041627,信息技术业,1159.968523
11825.036003,随视传媒,中关村,12.4652,0,4000.0,,9778.645839,-141.355665,88.1125,,-265.907675323125,-500.20557574221345,-940.9492136680713,正常交易,430240.OC,3177.3753,4086.704942,社会服务业,2013.464482
15218.4829,威林科技,武汉东湖,12.9882,0,3500.0,,7963.338554000001,185.376957,0.6779999999999999,,186.63381276846002,187.8991900190302,189.1731465273592,正常交易,430241.OC,875.0,3193.057002,制造业,7161.615119
2080.208868,蓝贝望,中关村,-53.3561,0,500.0,,1554.698231,103.352696,-74.2142,,26.65031948516799,6.871998081806445,1.771999681378446,正常交易,430242.OC,125.0,410.0,社会服务业,525.510637
4702.951298,铜牛信息,中关村,71.7291,0,34540.0,,3528.5283689999997,533.19712,46.1121,,779.06550917152,1138.3089758262004,1663.2071490681535,正常交易,430243.OC,936.375,4089.358925,信息技术业,1174.4229289999998
2649.978189,颂大教育,武汉东湖,25.9332,0,3500.0001,,1466.983496,-576.19352,-10799.6824,,61650.87664938049,-6596447.998299474,705798985.499201,正常交易,430244.OC,350.0,650.978948,信息技术业,1182.9946929999999
11881.821651999999,奥特美克,中关村,-23.3701,0,9152.0,,4298.699675,-563.939689,-233.6675,,753.804083794075,-1007.5910737054453,1346.8217984452262,正常交易,430245.OC,1771.0626,4098.459181,信息技术业,7583.121977
4627.835181,佳星慧盟,中关村,-27.9772,0,3000.0,,3179.312054,8.422498,108.9495,,17.59876745851,36.77253661071936,76.83603138541505,正常交易,430246.OC,488.0,2002.177758,信息技术业,1448.523127
7607.325887999999,金日创,中关村,54.0421,0,1859.0,,3027.135084,339.552495,277.6879,,1282.4486877631052,4843.653517390028,18293.893253106533,正常交易,430247.OC,358.275,4278.969854,信息技术业,4544.9593159999995
1642.834204,奥尔斯,中关村,46.141000000000005,0,1000.0,,850.010995,-22.999776,83.3321,,-42.165972336096,-77.30376256918386,-141.72261129709872,正常交易,430248.OC,569.575,522.643902,信息技术业,792.823209
1881.791468,慧峰仁和,中关村,51.2305,0,600.0,,1038.442197,27.058091,130.3439,,62.326662074949006,143.56566416325845,330.69474989455193,正常交易,430249.OC,,442.990361,制造业,843.349271
1844.817875,智网科技,中关村,-66.7503,0,1430.0,,1558.110832,-490.455638,-18.3364,,-400.523730393768,-327.08209709384516,-267.1070154423294,正常交易,430250.OC,306.35,187.160682,信息技术业,286.707043
7410.332706,光电高斯,天津滨海,12104.5929,0,2578.313302,,2881.146951,195.347801,125.0,,439.53255225,988.9482425625,2225.133545765625,正常交易,430251.OC,424.0964,2548.152163,信息技术业,4529.1857549999995
12189.230376000001,联宇技术,武汉东湖,-41.56100000000001,0,3000.0,,2209.022508,-653.788642,-140.8168,,266.85560242785607,-108.92191753177316,44.45844123510879,正常交易,430252.OC,2102.7268,992.903721,信息技术业,9980.207868000001
14949.086653,兴竹信息,中关村,3.1891,0,45633.75,,10853.447446,117.950823,254.8098,,418.501079184654,1484.8828420529126,5268.509842122255,正常交易,430253.OC,3347.6646,5769.245835,信息技术业,4060.099437
2544.0046829999997,中卉生态,上海张江,148.4701,0,2700.0,,2123.823323,-59.188466,-78.1094,,-12.956710338196002,-2.8363016332931346,-0.620883445337667,正常交易,430254.OC,681.6666,746.677275,建筑业,420.18136
994.6379789999999,三意时代,中关村,43.5555,0,500.0,,931.5262119999999,132.476381,27.8019,,169.30733196923902,216.37798709599485,276.5351786904363,正常交易,430255.OC,135.42,379.235853,信息技术业,63.11176700000001
2333.842533,卓繁信息,上海张江,185.1807,0,1000.0,,1073.751655,-33.806539,90.2339,,-64.311497594721,-122.34227002284396,-232.73647161298695,正常交易,430256.OC,307.9164,1019.87382,信息技术业,1222.995013
14174.698965000001,成科机电,天津滨海,73.589,0,3000.0,,5053.149347,-396.784041,2.2166,,-405.57915605280596,-414.56922362587244,-423.75856503676346,正常交易,430257.OC,750.0,3138.038906,制造业,8895.870115
5269.578789,易同科技,上海张江,131.53799999999998,0,9650.0,,2179.973821,21.972276,107.7884,,45.655840743984,94.86754098847246,197.12374553929112,正常交易,430258.OC,974.5,1471.752733,信息技术业,3089.604968
3444.6962310000004,华宿电气,上海张江,69.9309,0,1000.0,,1892.307257,208.484347,907.4689,,2100.414957393083,21161.02746668356,213190.77064729473,正常交易,430259.OC,365.725,1700.471942,信息技术业,1552.388974
66642.64,布雷尔利,中关村,-2.5855,0,28888.929,,18518.684753,1419.338007,27.469,,1809.2159641428302,2306.1894973332246,2939.676690355688,正常交易,430260.OC,2231.6895,17454.120634,制造业,48123.955247000005
2528.8401059999997,易维科技,武汉东湖,503.5051,0,23086.0,,1560.552457,245.640674,897.8224,,2451.0576686829763,24457.20245503652,244039.44450970436,正常交易,430261.OC,22.8157,1258.089427,信息技术业,968.287649
708.009631,神州云动,中关村,12.9225,0,600.0,,559.568143,-7.357721,71.6691,,-12.630933421211,-21.68340972579213,-37.22371432557982,正常交易,430262.OC,48.0,304.085538,信息技术业,123.084806
24508.615876,蓝天环保,中关村,-6.4791,0,23167.3188,,9535.198551000001,555.482067,-19.9358,,444.742273087014,356.07934300893305,285.0920773453582,正常交易,430263.OC,2653.68,5760.414105,电力、煤气及水的生产和供应业,14888.584283000002
5613.654628,中舟环保,武汉东湖,5.6521,0,7700.0,,4213.3612219999995,36.934169,18.1905,,43.652679011945,51.59331958761285,60.97840238719756,正常交易,430264.OC,1671.6666,1047.833711,制造业,1400.293406
8203.919108,国威机床,武汉东湖,36.7922,0,36000.0,,4586.282999999999,-54.38165,65.3421,,-89.91576212465,-148.66860932790092,-245.8118007035473,正常交易,430265.OC,1560.0,565.14812,制造业,3617.6361079999997
4233.966067,联动设计,武汉东湖,21.1444,0,14400.0,,2527.666884,135.444105,26.7939,,171.734863049595,217.74933052024042,276.0928683905031,正常交易,430266.OC,567.0,1469.357445,社会服务业,1706.2991829999999
2595.1164489999996,盛世光明,中关村,50.0261,0,1150.0,,1163.897661,-144.762728,58.4545,,-229.38305683875998,-363.467775798573,-575.9310468027497,正常交易,430267.OC,458.425,691.384126,信息技术业,1286.187542
3089.867922,恒信启华,中关村,-49.8497,0,2800.0,,2739.5685670000003,-239.619894,-1146.3110000000001,,2507.1693091103402,-26232.7882698455,274476.5492741032,正常交易,430268.OC,1143.3333,712.766954,信息技术业,350.299355
1830.649652,新网程,上海张江,26.7269,0,8000.0,,1177.703366,-167.559478,-1359.5076,,2110.424359930328,-26580.95520557383,334789.150966798,正常交易,430269.OC,464.35,755.496106,信息技术业,652.946286
2297.352066,高曼重工,武汉东湖,71.1422,0,700.0,,1079.419198,147.648623,80.63,,266.69770772489994,481.7360694634867,870.159862271896,正常交易,430270.OC,,849.034183,制造业,1217.9328679999999
9180.02345,瑞灵石油,天津滨海,-26.0298,0,3200.0,,3562.511464,9.511356,-90.9052,,0.8650388054880002,0.07867354928152268,0.007155201960055925,正常交易,430271.OC,,2083.352078,制造业,5450.181986
3323.568888,世富环保,上海张江,113.0958,0,1035.0,,1400.5408699999998,172.822335,177.3017,,479.23927293469507,1328.9386509155495,3685.1694709458848,正常交易,430272.OC,469.2,3472.238992,建筑业,1879.767711
989.2857039999999,永天科技,上海张江,-38.6706,0,1000.0,,896.098984,-209.731546,-127.4055,,57.47797883902999,-15.75212749073036,4.316949299472108,正常交易,430273.OC,306.25,289.457131,信息技术业,93.18672
34093.049527999996,重钢机械,天津滨海,17.8652,0,7560.0,,15878.465913,748.47503,831.8937,,6974.991650643109,64999.50776786915,605726.3179197832,正常交易,430274.OC,5855.0538,10204.345125,制造业,18118.646366
6809.294281999999,晟矽微电,上海张江,44.4697,0,18200.83648,,2453.231355,263.222623,217.1553,,834.8244996435191,2647.6901463179024,8397.289626624983,正常交易,430276.OC,817.9762,3905.04895,信息技术业,4356.062927
2003.889107,福乐维,中关村,-7.8497,0,500.0,,418.76151699999997,36.601962,118.6319,,80.02356495787801,174.9570405151429,382.5119018620267,正常交易,430277.OC,,2211.077378,制造业,1585.12759
3899.995368,连能环保,上海张江,-69.7281,0,1000.0,,-206.067632,-298.510418,-147.112,,140.63422812816,-66.25559755573875,31.214337120459632,正常交易,430278.OC,240.0,593.689524,制造业,4092.245457
5806.0151670000005,华安股份,武汉东湖,-38.6813,0,1481.6,,2914.3906920000004,57.649481,-84.1891,,9.114901791429004,1.441148007341049,0.22785847029268597,正常交易,430279.OC,452.6172,846.133981,信息技术业,2891.624475
792.066041,索享股份,中关村,-51.8014,0,1800.0,,707.024591,-9.433401,-377.2397,,26.153132632197003,-72.50686645010508,201.01781902567197,正常交易,430280.OC,150.0,82.929365,信息技术业,85.04145
3866.9449259999997,能为科技,中关村,531.7644,0,1000.0,,2573.506836,529.517754,11110.7466,,59362.893602951364,6655023.576254488,746077829.3041483,正常交易,430281.OC,255.25,3400.701323,信息技术业,1293.43809
819.937771,优睿传媒,上海张江,,0,600.0,,629.283874,-51.554944,-1010.6065,,469.4626711353599,-4274.957598432211,38928.041763567606,正常交易,430282.OC,237.75,,传播与文化产业,190.653897
19088.836462,景弘环保,武汉东湖,360.0558,0,32466.0,,10671.859951,-236.073271,58.7835,,-374.84540225828505,-595.192649294784,-945.0677202929836,正常交易,430283.OC,6988.45,1713.956497,社会服务业,8408.651642
3613.4180920000003,科胜石油,中关村,346.1394,0,2200.0,,3499.2335450000005,385.328584,327.3483,,1646.695153138072,7037.12374311795,30073.028685110923,正常交易,430284.OC,792.1666,1496.181097,采掘业,114.184547
2034.384858,锐创信通,中关村,57.8692,0,1102.5,,1669.700777,-27.997915,21.8772,,-34.12307486038,-41.588248193735055,-50.68659242757485,正常交易,430285.OC,,124.70517,制造业,364.684081
8952.104221,东岩股份,上海张江,20.3641,0,15000.0,,5338.9430950000005,495.147899,177.5428,,1374.247343025772,3814.1245547593317,10585.828084766581,正常交易,430286.OC,814.5621,5476.951832,制造业,3613.161126
17993.660261,环宇畜牧,中关村,29.2104,0,3169.028,,5453.862843,588.597021,86.2335,,1096.164833104035,2041.4261344588035,3801.8193401173357,正常交易,430287.OC,2126.629,8530.081496,制造业,12539.797418
904.938237,威达宇电,中关村,47.5219,0,800.0,,839.061744,29.262135,241.3096,,99.87447591996,340.88117426451174,1163.460172357508,正常交易,430288.OC,,247.996753,信息技术业,65.87649300000001
14305.763041,华索科技,中关村,55.4211,0,19590.0,,7330.529659000001,717.905716,-6.0667,,674.352529927428,633.4415849943207,595.0125843574702,正常交易,430289.OC,231.275,7407.333601,制造业,6877.233381999999
1851.474578,和隆优化,中关村,-38.4302,0,1800.0,,1636.3576380000002,-152.596853,-4.7253,,-145.38619390519102,-138.51626008458902,-131.97095124681195,正常交易,430290.OC,386.35,231.097313,信息技术业,215.11694
6786.3858390000005,中试电力,武汉东湖,-86.7186,0,3321.0,,360.156025,-3167.634273,-5364.0382,,166745.4781670123,-8777545.667484188,462053356.9588126,正常交易,430291.OC,,168.386104,制造业,6426.229814
1324.306998,威控科技,中关村,25.2357,0,600.0,,668.907239,32.750971,149.9897,,81.87405414998699,204.67670234739,511.6706741681332,正常交易,430292.OC,150.0,513.785021,信息技术业,655.399759
11892.010046,奉天电子,上海张江,158.3214,0,2000.0,,4962.467561,204.931643,1427.8309,,3131.0089656316873,47836.522458691295,730861.1716093253,正常交易,430293.OC,,5199.674506,制造业,6929.542484999999
7185.184884,七环电气,武汉东湖,24.8129,0,2400.0,,3633.0007509999996,-0.346185,-100.6074,,0.00210272768999997,-1.2771967989059634e-05,7.75769335655471e-08,正常交易,430294.OC,916.8,1051.892637,制造业,1772.863688
9659.093726000001,平安力合,中关村,-0.0229,0,4950.0,,4599.941492,-551.888713,47.9599,,-816.573987866087,-1208.2020558726742,-1787.654553667153,正常交易,430296.OC,,3010.223377,信息技术业,5031.552398
7851.237261,金硕信息,天津滨海,-76.1011,0,3000.0,,4383.7924729999995,-221.685089,-2725.3433,,5819.994631160537,-152794.83910953288,4011389.0713079013,正常交易,430297.OC,794.775,514.562406,信息技术业,3467.4447880000002
2892.105235,淘礼网,中关村,10.1394,0,1000.0,,1259.852778,68.174113,-58.4774,,28.307664244538,11.754078193602536,4.880598872016806,正常交易,430298.OC,250.0,2205.908845,信息技术业,1632.252457
7800.336059,天津宝恒,天津滨海,-4.4906,0,3500.0,,5971.0507609999995,112.46594,-52.1464,,53.81900106384,25.754329493085734,12.324373818303274,正常交易,430299.OC,,1773.856436,制造业,1829.285298
20723.911028,辰光医疗,上海张江,15.7408,0,3200.0,,12979.736262999999,1068.643958,0.1035,,1069.75000449653,1070.8571957511838,1071.9655329487862,正常交易,430300.OC,1562.7422,4159.891544,制造业,7744.174765000001
5585.051332,倚天股份,中关村,40.9821,0,5500.0,,2189.788608,143.948299,92.2972,,276.808548424628,532.2950879812038,1023.5885499253915,正常交易,430301.OC,100.7,1380.06488,制造业,3395.262724
7107.398503,保华石化,武汉东湖,17.7181,0,1000.0,,1442.0136189999998,50.875554,448.1298,,278.864072389092,1528.5370822581851,8378.367251907626,正常交易,430302.OC,312.5,2120.822582,制造业,5665.384884
3315.151277,百文宝,中关村,-56.3463,0,4410.0,,3186.882411,-135.395911,-1564.5543,,1982.9466365746732,-29041.330232659748,425326.05069961835,正常交易,430303.OC,924.8960000000001,118.211246,信息技术业,128.268866
1444.973551,每日视界,中关村,-13.6217,0,500.0,,780.527511,25.18704,-78.4433,,5.429494651680002,1.1704198735787033,0.2523039008877404,正常交易,430304.OC,,1000.346328,传播与文化产业,664.44604
9586.152151999999,维珍创意,中关村,77.6587,0,60008.232,,8670.437890000001,713.37993,109.6277,,1495.4419395206096,3134.8605426524446,6571.536053769838,正常交易,430305.OC,2628.0,2237.899158,制造业,915.714262
5143.743096,永铭医学,中关村,-17.3973,0,6000.0,,1827.169503,58.651674,-84.9113,,8.849775134838,1.3353160207703012,0.2014818284259684,正常交易,430306.OC,472.9167,1806.890334,社会服务业,3316.573593
11813.149073,扬讯科技,上海张江,-41.3241,0,4512.73,,11407.276774,45.768622,-91.3282,,3.9689633625960035,0.3441805648776005,0.029846650225055785,正常交易,430307.OC,1946.655,908.707174,信息技术业,400.708027
11320.114021,泽天盛海,中关村,434.6178,0,2050.0,,5074.422673,1684.255379,1566.3817,,28066.123416921644,467688.74451899703,7793479.651624321,正常交易,430308.OC,782.5,11616.344082,采掘业,6245.691347999999
8113.405655,易所试,上海张江,201.98,0,25000.0,,2451.51631,306.765109,996.6828,,3364.2401868042516,36895.0434793701,404621.59589077334,正常交易,430309.OC,448.15,6082.608658,社会服务业,5661.8893450000005
2374.972965,博易股份,中关村,42.7831,0,2000.0,,2124.948986,46.609207,-56.6148,,20.221497675364,8.773137209452022,3.806243124595179,正常交易,430310.OC,646.3,1225.754669,信息技术业,249.734802
2974.928891,达美盛,中关村,15.119000000000002,0,1120.0,,1951.653202,-113.364931,15.3201,,-130.73255179413098,-150.76090946154363,-173.85763155196156,正常交易,430311.OC,320.572,1616.644294,信息技术业,1023.275689
5212.246948,伟力盛世,天津滨海,-49.828,0,1677.8118,,2869.03256,-136.384871,-10495.6004,,14178.026195215483,-1473890.9478619255,153219813.2714981,正常交易,430312.OC,900.8118,608.344482,社会服务业,2343.214388
21210.068393,国创富盛,中关村,21.3556,0,35880.0,,14013.050608000001,295.147507,81.7094,,536.310764084658,974.5270715536475,1770.8072945577037,正常交易,430313.OC,3010.1259999999997,9205.844723,信息技术业,6939.119271
3295.326844,新橡科技,中关村,-14.3925,0,1500.0,,1950.859329,138.618768,23.927,,171.78608061935998,212.8893361291542,263.8273675847769,正常交易,430314.OC,690.0,2334.781843,制造业,1344.467515
798.512057,众联信息,武汉东湖,-9.7144,0,530.0,,697.374176,-195.080475,-1482.8107,,2697.593681910825,-37302.61407598685,515824.53882245225,正常交易,430315.OC,150.1667,318.351758,信息技术业,101.13788100000001
993.5556730000001,巨灵信息,上海张江,59.1786,0,500.0,,881.061386,127.045984,665.0215,,971.92909248656,7435.466522277068,56882.91752072186,正常交易,430316.OC,136.4312,345.539194,信息技术业,112.49428700000001
6086.600059,日升天信,中关村,16.9295,0,1000.0,,155.82095900000002,-954.458164,-544.1715,,4239.431143911261,-18830.344903377805,83639.02541250676,正常交易,430317.OC,250.0,5943.689347,信息技术业,5836.2332590000005
46997.558172000005,四维传媒,上海张江,19.4067,0,68082.5,,23314.664127,1342.041078,51.2227,,2029.470753260706,3069.020468791178,4641.055616458676,正常交易,430318.OC,3435.6419,12196.445489,传播与文化产业,23682.894044999997
4392.556433,欧萨咨询,上海张江,2.1794,0,2413.4975,,2863.112678,18.004436,-89.5668,,1.8784388167519994,0.19598127862936957,0.02044711876195938,正常交易,430319.OC,1011.7901,1946.445327,社会服务业,1385.857133
22808.674178999998,江扬环境,武汉东湖,-22.2823,0,6609.6,,8632.829975,310.518686,182.7188,,877.8947028349679,2481.973369118587,7017.005325491637,正常交易,430320.OC,580.8333,3859.157977,社会服务业,14175.844203999999
1711.9779210000002,博德石油,中关村,-74.1722,0,1000.0,,1195.5270779999998,-4.385278,96.9839,,-8.638291630241998,-17.016043746624266,-33.5188665978066,正常交易,430321.OC,,157.732247,采掘业,404.769078
1755.239994,智合新天,中关村,17.9382,0,600.0,,820.428928,13.218366,-89.2165,,1.4254024976100002,0.15370827832977438,0.016575132193691222,正常交易,430322.OC,,1634.417597,社会服务业,934.811066
11126.254132,天阶生物,中关村,21.581999999999997,0,99243.12,,8048.551576999999,40.26798,-70.0253,,12.07020620106,3.6180080981491316,1.0844870733959076,正常交易,430323.OC,2799.25,2053.075869,制造业,2297.872596
