actual_controller,stock_code,owner_type,company_name,bargain_freq,ipo_at,start_at,industry,main_product,main_product_type,region,cash_reserve_2,cash_reserve_3,cash_reserve_1,growth_ratio_1,growth_ratio_2,growth_ratio_3,ssh_prop,net_profit,roe,concept_sector,row_index,pe,market_value,pb
郑宏舫,002062.SZ,民营企业,宏润建设,,2006-08-16 00:00:00,19941229.0,建筑业-土木工程建筑业,杭州地铁1号线工程、杭州全景项目、江苏吕北一级公路北段、江苏南海公路西段、江苏启东市县乡公路改造、江苏沿江公路东西两段、蒙古乌兰巴托市上海宏润小区、宁波世纪大道、宁波市东外环路-通途路立交工程、浦东新区世纪大道、山东龙口宏润花园、上海A30高速工程承包、上海地铁二号线、上海地铁杨浦线隧道工程承包、上海地铁一号线、上海轨道交通10号线航华路区间、上海轨道交通11号线（盾构下井）、上海轨道交通6号线蓝村路站钢支撑、上海轨道交通7号线 （盾构转场）、上海轨道交通8号线、上海轨道交通明珠线2期蓝村路站工程、上海沪芦高速工程承包、上海沪芦立交、上海君莲基地、上海卢浦大桥、上海浦东国际机场主进场高架及航站区道路、上海浦东机场二期工程承包、上海浦江丽都花园、上海轻轨5号线工程承包、上海韶光花园、上海莘庄立交、上海武宁路桥、上海徐浦大桥、上海烟草（集团）公司科教中心、上海远洋大厦、苏州工业园污水处理厂、苏州市轨道交通一号线I-TS-07标(0006标段)土建工程、万源居住小区D块商品住宅2标段、无锡宏诚花园、象山宏润花园、浙江金华李渔路跨武义江大桥、中国烟草博物馆,工业建筑、民用建筑、住宅楼盘,浙江省,1641152094.98,1377913976.39,2047014516.58,15.1531,-11.8124,45.3272,44.93,2.1175,8.98,超涨,1469.0,22.3649,4008375000.0,1.8907
浙江省人民政府国有资产监督管理委员会,600120.SH,地方国有企业,浙江东方,,1997-12-01 00:00:00,19921215.0,批发和零售业-批发业,杭州东方苑别墅、杭州西溪紫荆城、嘉禾·北京城、浙江东方服饰鞋帽、浙江东方家纺制品、浙江东方梭织服装、浙江东方针织服装,服饰经销、住宅楼盘,浙江省,1122403157.39,937316239.81,1236600969.67,19.7156,-7.3074,12.191,45.16,6.5712,15.21,参股金融;金融改革;融资融券标的;超涨;预增,1470.0,15.9537,9705090316.8,2.4657
黄巧灵,300144.SZ,民营企业,宋城演艺,,2010-12-09 00:00:00,20001228.0,文化、体育和娱乐业-文化艺术业,杭州动漫乐园、杭州乐园、杭州宋城产业营销有限公司、杭州宋城景区、杭州宋城艺术总团,旅行社、旅游景点,浙江省,1424053444.73,1767337423.67,905102987.87,-15.249,-27.2338,89.3551,34.7,45.4921,9.72,文化传媒概念(Wind),1471.0,48.6116,14992992000.0,4.7039
杭州市人民政府(国有资产监督管理委员会),600814.SH,地方国有企业,杭州解百,,1994-01-14 00:00:00,19921028.0,批发和零售业-零售业,杭州解百广告业务、杭州解百旅游饮服业务、杭州解百新世纪大酒店、杭州解百新世纪商厦、杭州解百义乌店、杭州解百元华店,百货商场、餐馆、广告设计、酒店,浙江省,329520039.05,339191764.48,168684085.04,65.1796,-4.8137,12.4253,56.59,3.005,7.96,O2O,1472.0,90.7355,5713063796.42,6.8518
吕建明,600763.SH,民营企业,通策医疗,,1996-10-30 00:00:00,19950830.0,卫生和社会工作-卫生,杭州口腔医院、宁波口腔医院,医院,浙江省,103765633.95,218441776.85,209482674.49,-16.7777,-12.8943,39.0042,33.75,22.123,21.4,二胎政策;民营医院;超涨,1473.0,82.1573,8250067200.0,15.1572
浙江省人民政府,600704.SH,地方国有企业,物产中大,,1996-06-06 00:00:00,19921231.0,批发和零售业-零售业,杭州中大·凤栖花园、杭州中大·吴庄、杭州中大广场、浙江中大纺织品、浙江中大服装、浙江中大宁波国际汽车城,纺织品经销、服饰经销、商业地产、住宅楼盘,浙江省,3733758746.56,3410396110.57,3029831229.57,4.942,0.0439,30.4729,30.62,1.7694,12.51,融资融券标的;超涨,1474.0,20.4126,10338430030.7,2.3895
国务院国有资产监督管理委员会,600343.SH,中央国有企业,航天动力,,2003-04-08 00:00:00,19991224.0,制造业-专用设备制造业,航力变流稳压建筑用消防泵、航力柴油机消防泵组、航力车用消防泵、航力单级单吸离心泵、航力低温多级离心泵、航力多级离心泵、航力多卡对多表燃气表、航力飞机加油泵、航力分体式家用燃气表、航力工程机械用冲焊型液力变矩器、航力工业车辆用冲焊型液力变矩器、航力工业用燃气表、航力锅炉给水泵、航力机械式燃气表、航力离心油泵、航力立式生活供水泵、航力排污泵、航力喷水式柱塞泥浆泵、航力汽车用冲焊型变矩器、航力洒水车泵、航力卧式生活供水泵、航力洗井泵、航力压裂泵、航力一体式家用燃气表、航力油田用泵、航力蒸汽往复泵、航力钻井泥浆泵,电气仪器仪表、风泵机械、轻型工程机械,陕西省,540672196.16,569399335.84,1344505492.58,-14.3292,22.2674,8.5836,28.7,5.9954,3.87,央企;融资融券标的;超涨;高送转,1475.0,172.4583,12272708072.0,5.6116
杭州萧山航民村资产经营中心,600987.SH,集体企业,航民股份,,2004-08-09 00:00:00,19980106.0,制造业-纺织业,航民工业水供应、航民火电供应、航民燃煤、航民染料、航民印染面料、航民蒸汽供应、航民织造布,火电、煤制品、染料及颜料、热力、污水处理、衣着用纺织品,浙江省,467796786.24,295218910.81,617040010.53,-6.0088,-13.7818,78.8376,32.12,16.1784,21.1,涉矿;融资融券标的;超涨,1476.0,14.341,5895676800.0,2.7238
国务院国有资产监督管理委员会,600855.SH,中央国有企业,航天长峰,,1994-04-25 00:00:00,19860107.0,制造业-专用设备制造业,航天长峰ACM呼吸机、航天长峰ACM麻醉机、航天长峰防信息泄漏计算机、航天长峰弘华高速旋转式压片机、航天长峰弘华硬胶囊充填机、航天长峰弘华硬胶囊全自动生产线、航天长峰红外凝视热像仪、航天长峰加固型计算机、航天长峰监护仪、航天长峰垃圾转运站、航天长峰嵌入式计算机、航天长峰数控机床、航天长峰伺服系统、航天长峰污水处理工程,电脑整机、工控机械、机床机械、民用建筑、污水处理、诊断治疗设备、制药机械,北京,425831094.74,570275480.3,500307954.3,38.0463,-7.0155,10.3873,29.07,5.7817,3.98,央企;安防监控;融资融券标的;超涨,1477.0,260.7899,8204215094.5,10.2202
国务院国有资产监督管理委员会,002025.SZ,中央国有企业,航天电器,,2004-07-26 00:00:00,20011230.0,制造业-计算机、通信和其他电子设备制造业,航天电器磁保持继电器、航天电器电磁继电器、航天电器电机、航天电器高频继电器、航天电器矩形连接器、航天电器射频同轴连接器、航天电器特种继电器、航天电器脱落连接器、航天电器温度继电器、航天电器圆形连接器,低压电器类、电子元器件、发电机及附属设备,贵州省,391624439.36,380241424.35,460335404.62,23.4944,46.8129,45.2607,41.65,13.1747,11.16,央企;融资融券标的;超涨,1478.0,42.0646,7388700000.0,4.391
国务院国有资产监督管理委员会,600151.SH,中央国有企业,航天机电,,1998-06-05 00:00:00,19980528.0,制造业-计算机、通信和其他电子设备制造业,航天机电ABS轮速传感器　、航天机电CZ型磁粉制动器、航天机电LYZGD离合器液压缸、航天机电LYZGE离合器液压缸、航天机电LYZG离合器液压缸、航天机电北京切诺基空调器、航天机电车速传感器、航天机电单晶硅电池组件、航天机电多晶硅电池组件、航天机电哈飞轿车空调器、航天机电哈飞微型车空调器、航天机电江淮空调器、航天机电江苏悦达轿车空调器、航天机电猎豹助力缸　、航天机电南京菲亚特轿车空调器、航天机电奇瑞车速传感器、航天机电奇瑞轿车空调器、航天机电庆铃空调器、航天机电赛欧车速传感器、航天机电神龙富康轿车空调器、航天机电太阳电池组、航天机电太阳能光伏电站、航天机电夏利轿车空调器,半导体太阳能光伏、发动机设备、空调器具,上海,1005861978.99,722907813.21,928747541.52,30.1704,7.8775,22.1003,31.86,5.5841,3.892,新能源;太阳能发电;央企;新能源汽车;浦东新区;融资融券标的;超涨;预减,1479.0,94.4643,13626960877.3,3.5668
国务院国有资产监督管理委员会,000901.SZ,中央国有企业,航天科技,,1999-04-01 00:00:00,19990127.0,制造业-铁路、船舶、航空航天和其他运输设备制造业,航天科技EPS电控转向助力器、航天科技KFR36GW/ABPJF空调控制器、航天科技VRV空调控制器、航天科技倒车雷达、航天科技电控燃油泵、航天科技汽车仪表,电气仪器仪表、电子元器件、空调器具,黑龙江省,220176706.94,282963191.52,207732881.61,31.0791,17.5694,40.3328,22.77,3.8743,5.9,央企;融资融券标的;超涨,1480.0,212.4819,10129438117.3,12.0252
国务院国有资产监督管理委员会,600677.SH,中央国有企业,航天通信,,1993-09-28 00:00:00,19930216.0,批发和零售业-批发业,航天通信Modal及其混纺纱、航天通信电磁辐射防护工作服、航天通信纺织品进出口贸易、航天通信国际流行混色纱（花色纱）、航天通信基站维护服务、航天通信通信软件、航天通信通信增值服务、航天通信异性纤维混纺纱、里玛防紫外线凉爽型休闲帽、里玛天然有色棉T恤、里玛天然有色棉内衣、里玛远红外保健内衣、双豹羊绒面料、浙江中汇房地产开发、中鑫羊绒纱线,电信增值服务、服装配件配饰、行业专用软件、进出口贸易、内衣、其他纺织品及原料、通信终端设备、外衣、衣着用纺织品、住宅建筑,浙江省,962078358.76,647793455.52,1798517985.29,0.749,34.1437,52.94,18.61,0.6488,2.88,央企;融资融券标的;超涨;预减,1481.0,233.1954,7491541267.14,4.1387
国务院国有资产监督管理委员会,600271.SH,中央国有企业,航天信息,,2003-07-11 00:00:00,20001101.0,制造业-计算机、通信和其他电子设备制造业,航天信息防伪控税发票开票计算机、航天信息非接触式IC卡、航天信息交通监控软件、航天信息卡读写器、航天信息票据打印机、航天信息数字机顶盒、航天信息税控收款机、航天信息增值税专用发票防伪税控系统,打印机、电脑整机、行业专用软件、集成电路、其他消费电子产品、智能商用设备,北京,4636934344.87,4246369500.82,5141353512.01,8.3071,25.8604,35.8028,40.15,9.0038,19.07,物联网;央企;移动支付;智能IC卡;融资融券标的;超涨,1482.0,25.9389,28339146000.0,4.4382
唐传勤,600467.SH,民营企业,好当家,,2004-04-05 00:00:00,19930107.0,农、林、牧、渔业-渔业,好当家春卷、好当家海参、好当家海洋运输公司、好当家海蜇、好当家腊肉、好当家肉丸、好当家扇贝、好当家牙鲆鱼,冷冻食品、肉制品、散货航运、水产品,山东省,444493948.54,1036843793.92,185555771.64,12.2042,37.2434,50.6493,41.54,10.5483,3.98,融资融券标的,1483.0,39.9091,4587522114.56,1.5662
黄汉侨;郑倩龄;黄舒婷,002729.SZ,外资企业,好利来,,2014-09-12 00:00:00,19920523.0,制造业-计算机、通信和其他电子设备制造业,好利来SMD熔断器、好利来电力熔断器、好利来管状熔断器、好利来径向引线式熔断器、好利来自复保险丝,变电设备,福建省,48349681.92,34357657.39,51587301.95,-3.945,36.9377,30.4308,47.24,20.1643,24.77,小盘绩优;超涨,1484.0,72.3578,3011935600.0,
上海市国有资产监督管理委员会,600827.SH,地方国有企业,百联股份,,1994-02-04 00:00:00,19931126.0,批发和零售业-零售业,好美家建材超市、快客便利店、上海虹桥友谊商城、上海西郊购物中心、上海友谊房屋出租、上海友谊南方商城、上海友谊商店、友谊股份联华超市、友谊股份联华复星药房、友谊股份世纪联华大卖场,百货商场、便利店、大卖场、大型购物中心、建材家居超市、连锁超市、连锁药店、物业出租和管理,上海,12647942273.1,12187891992.9,13172528921.2,24.4551,-3.2581,26.6964,43.5,2.4034,8.22,迪士尼;浦东新区;O2O;融资融券标的;含B股的A股;超涨,1485.0,26.5412,27491032201.9,2.1102
湖南省岳阳市屈原管理区,000702.SZ,地方国有企业,正虹科技,,1997-03-18 00:00:00,19970312.0,制造业-农副食品加工业,禾鸡山饲料、力得饲料、兴农饲料、正飞饲料、正虹海原冷鲜肉、正虹海原肉制品、正虹禽饲料、正虹鱼饲料、正虹猪饲料,肉制品、饲料,湖南省,215515269.11,89916119.95,57559348.21,73.0858,103.2763,28.1309,25.65,-1.2424,-5.89,超涨,1486.0,-96.3306,2527695780.48,5.9287
赵东明,002290.SZ,民营企业,禾盛新材,,2009-09-03 00:00:00,20021115.0,制造业-电气机械和器材制造业,禾盛PCM彩色印刷复合材料、禾盛PET/AL/PP复塑复合材料、禾盛PET/PCM彩色层压复合材料、禾盛钢化玻璃内表面复合型涂装、禾盛环保聚氯乙烯装饰贴面用高光复合薄膜、禾盛家电用覆塑产品(VCM)、禾盛家电用涂层产品(PCM)、禾盛聚酯装饰贴面用高光复合薄膜、禾盛双层PET复塑材料、禾盛印刷PCM特种钢板、禾盛印刷层装饰贴面用高光复合薄膜,玻璃、超硬材料、高分子聚合物、合金,江苏省,349208975.92,203636796.43,368710267.83,7.9287,15.5216,38.7108,39.68,2.7539,3.11,新材料,1487.0,90.6345,2719775520.0,2.7687
严建文,603011.SH,民营企业,合锻股份,,2014-11-07 00:00:00,19970907.0,制造业-通用设备制造业,合锻机械压力机、合锻液压机,冶金机械,安徽省,140707667.5,127172642.22,69870534.67,26.1185,30.0623,54.4256,41.03,8.193,10.53,超涨,1488.0,176.6467,6736635000.0,
刘道明,000667.SZ,民营企业,美好集团,,1996-12-05 00:00:00,19961017.0,房地产业-房地产业,合肥名流紫逢湾、惠州名流公馆、罗浮山名流庄园、名流商业砼、名流置业北京未来假日花园二期、名流置业惠州“名流印象”项目、名流置业惠州罗浮山“名流假日”项目、名流置业深圳百货广场、名流置业深圳华佳广场、名流置业武汉水果湖广场、沈阳名流印象、芜湖名流印象、武汉名流.人和天地、西安名流.水晶宫、重庆名流公馆,建筑型材、商业地产、住宅楼盘,云南省,1491045503.99,2166990455.22,1484589824.36,36.7638,13.2453,35.6058,15.58,1.4715,0.96,融资融券标的;超涨;预减,1489.0,141.1228,7294838146.2,1.3536
文一波,000826.SZ,民营企业,桑德环境,,1998-02-25 00:00:00,19931011.0,水利、环境和公共设施管理业-生态保护和环境治理业,合加资源包头市污水处理、合加资源城市生活垃圾处理技术、合加资源城市污泥处理技术、合加资源电子垃圾处理技术、合加资源南昌市污水处理、合加资源危险废物处理技术、合加资源医疗废物物处理技术、合加资源宜昌市市政供水、合加资源宜昌市污水处理,民用建筑、市政供水、污水处理,湖北省,2095226473.91,355725014.71,1791637112.84,14.5313,23.8307,34.4508,44.95,21.9397,14.16,环保概念;垃圾发电;污水处理;融资融券标的;基金减持;并购阶段(需定增),1490.0,36.0865,21132596356.0,4.6326
秦安昌,000633.SZ,民营企业,合金投资,,1996-11-12 00:00:00,19900312.0,制造业-电气机械和器材制造业,合金投资打草机、合金投资打磨机、合金投资电动工具、合金投资割草机、合金投资机床、合金投资磨沙机、合金投资枪钻、合金投资砂带机、合金投资水管车、合金投资型材切割机、合金投资雪地机,动力机械、机床机械、轻型工程机械、园艺工具、重型卡车与专用车,辽宁省,81981529.53,55810921.12,93627193.28,32.4169,61.8916,30.7323,36.72,4.2354,2.6,借壳上市;重组;超涨;预增,1491.0,667.1556,3885723303.57,17.7469
长沙市粮食局,600127.SH,地方国有企业,金健米业,,1998-05-06 00:00:00,19980422.0,制造业-农副食品加工业,合口味食用油、金健大米、金健米胚油、金健小背篓鲜湿米粉、金色晓岛、万家炊食用油、长生露,保健食品、粮食、调味品、住宅楼盘,湖南省,115798830.5,159786058.91,347512822.71,45.4063,-2.668,24.7753,22.34,0.8435,2.07,超涨;预增,1492.0,345.6912,3805774482.74,4.2431
安徽省国有资产监督管理委员会,600761.SH,地方国有企业,安徽合力,,1996-10-09 00:00:00,19930930.0,制造业-专用设备制造业,合力45t正面吊、合力扒渣车、合力充电机、合力电瓶叉车、合力堆垛车、合力堆高机、合力观光车、合力内燃叉车、合力牵引车、合力托盘叉车、合力阳极运输车、合力装载机,低压电器类、电动车、重型建筑工程机械、重型卡车与专用车、专用车,安徽省,316852249.15,366789086.8,391099773.23,20.2893,20.9089,92.7404,37.97,8.2487,15.61,融资融券标的;预增,1493.0,14.9513,7506666966.95,2.0664
孙尚传,300134.SZ,民营企业,大富科技,,2010-10-26 00:00:00,20010604.0,制造业-计算机、通信和其他电子设备制造业,合路器、滤波器、射频器件的盖板、射频器件的腔体、射频器件的外壳、双工器,电子元器件,广东省,1049566362.97,1353568230.37,828629217.55,42.0335,35.0831,57.0676,51.01,3.1569,2.55,新能源汽车;移动互联网;4G;融资融券标的;超涨;预增;高送转,1494.0,291.086,16101120000.0,6.4886
陈利祥;陈永汉;陈黎慕;俞迪辉;陈黎明;陈锋,002590.SZ,民营企业,万安科技,,2011-06-10 00:00:00,19990922.0,制造业-汽车制造业,合器操纵系统、汽车工程塑料、汽车制动系统、万安三峰?悠山郡、万安万利来广场,车身及外观设备、大型购物中心、发动机设备、制动设备、住宅楼盘,浙江省,323990270.8,401685139.93,266330699.82,10.029,-15.0469,12.811,52.641,2.7053,5.43,超涨;预增;高送转,1495.0,89.6891,3197361700.0,4.6816
许晓荣;吕秀英;许天津;许晓光,002228.SZ,民营企业,合兴包装,,2008-05-08 00:00:00,19930517.0,制造业-造纸和纸制品业,合兴彩盒、合兴彩箱、合兴缓冲包装材料、合兴食品展架、合兴手机盒、合兴书桌、合兴鞋盒、合兴异形纸箱、合兴展架、合兴纸箱,其他木制品、纸包装制品,福建省,314278852.31,238364987.12,129920457.67,52.1903,42.7427,20.5833,40.82,4.1763,10.2,超涨,1496.0,51.7654,4899806400.0,5.0135
北京大学,000788.SZ,其他企业,北大医药,,1997-06-16 00:00:00,19930518.0,制造业-医药制造业,合药磺胺嘧啶片、合药萘丁美酮胶囊、合药曲昔派特胶囊、合药酮洛芬、合药维妮康、合药维生素E胶丸、合药维伊美、合药辛伐他汀片、合药盐酸昂丹司琼片、合药盐酸丁螺环酮片、合药盐酸可林霉素棕榈酸酯、合药盐酸克林霉素棕榈酸酯颗粒剂、合药盐酸洛美沙星、合药盐酸塞利洛尔片、合药注射用苯唑西林钠,保健食品、呼吸系统用制剂、解热镇痛制剂、抗生素类抗感染制剂、神经系统用制剂、维生素类与矿物质类制剂、消化系统用制剂、循环系统用制剂、原料药、制剂用辅料及附加剂,重庆,592422040.97,414471426.54,718754506.35,10.7017,6.8808,26.0112,28.58,3.2342,7.08,抗癌;民营医院;融资融券标的;并购阶段(需定增),1497.0,135.437,10566857045.2,9.0657
刘双珉,600986.SH,民营企业,科达股份,,2004-04-26 00:00:00,19931217.0,建筑业-土木工程建筑业,河北保定至沧州公路沧州段高速公路项目工程第C6合同段、科达4#、5#商业建筑、科达激光头、科达农贸市场、科达颐家、科达易尚项目、科达幼儿园、科达远鉴二期、科达远鉴三期、科达远鉴一期、山东德州至商丘高速公路菏泽段第1标段,电子元器件、民用建筑、商业地产、住宅建筑、住宅楼盘,山东省,566149345.88,390258349.08,580348886.91,20.5951,2.1761,29.9561,29.99,8.19,5.59,超涨;预增,1498.0,60.3272,2363651441.4,3.3507
国务院国有资产监督管理委员会,000953.SZ,中央国有企业,河池化工,,1999-12-02 00:00:00,19930703.0,制造业-化学原料和化学制品制造业,河池化工二氧化碳、河池化工甲醇、群山复混肥料、群山尿素,氮肥、复合(混)肥、无机化工原料、有机化工原料,广西壮族自治区,182604657.81,205552727.02,530294963.49,8.1322,-11.4539,47.476,42.34,3.7818,3.96,新型煤化工;央企;超涨,1499.0,83.3404,2496564620.13,5.7155
,000939.SZ,公众企业,凯迪电力,,1999-09-23 00:00:00,19930226.0,采矿业-煤炭开采和洗选业,河南蓝光垃圾发电环保电厂、河南渑池风电、河南义马垃圾发电环保电厂、凯迪电力电厂建设工程、凯迪电力烟气脱硫系统、凯迪电力原煤,风电、工业建筑、火电、烟气脱硫系统、原煤,湖北省,911323386.63,831319589.96,820407858.62,-5.6,-36.2396,45.7706,28.49,2.9078,2.47,新能源;垃圾发电;PM2.5;融资融券标的;超涨;预增;并购阶段(需定增),1500.0,162.29,10517893120.0,4.1561
魏恺言,300333.SZ,民营企业,兆日科技,,2012-06-28 00:00:00,20030416.0,信息传输、软件和信息技术服务业-软件和信息技术服务业,核验服务器CT-400、支付密码器CI-800、支付密码器CI-900、支付密码器CI-910、主管授权卡CP-100,电子元器件,广东省,763586597.31,177812106.56,678513255.16,-22.4015,-28.0231,31.1881,27.58,35.6863,6.38,网络安全;芯片国产化;超涨,1501.0,82.0919,4175360000.0,5.1804
宁夏回族自治区人民政府国有资产监督管理委员会,000557.SZ,地方国有企业,*ST广夏,,1994-06-17 00:00:00,19930828.0,制造业-酒、饮料和精制茶制造业,贺兰山江山多娇系列葡萄酒、贺兰山神索系列葡萄酒、贺兰山岩画系列葡萄酒、贺兰山夜场专供系列葡萄酒、西部阳光枸杞汁、西夏名仕系列葡萄酒、新石器时代系列葡萄酒,果汁、葡萄酒,宁夏回族自治区,262223635.74,4265546.72,224617926.7,8.9268,24.0753,65.036,14.64,33.0395,3.0,借壳上市;重组;*ST;预增;预减,1502.0,1340.8574,4802937972.0,34.2666
国务院国有资产监督管理委员会,600760.SH,中央国有企业,中航黑豹,,1996-10-11 00:00:00,19930628.0,制造业-汽车制造业,黑豹1027系列载货汽车、黑豹380新款单排、黑豹380新款双排、黑豹480新款单排、黑豹480新款排半、黑豹480新款双排、黑豹S-RV、黑豹单排轻型载货汽车、黑豹矿泉水、黑豹排半轻型载货汽车、黑豹皮卡车、黑豹双排小卡、黑豹微卡单排厢式货车、黑豹微卡双排厢式货车、黑豹小金刚自卸车、黑豹小卡仓栅车、黑豹小卡单排厢式货车、黑豹小卡双排厢式货车,纯净水、轻型卡车、重型农业机械、专用车,山东省,373205848.17,336331075.17,300248044.8,14.7776,17.701,23.5427,15.97,1.3148,2.39,央企;超涨,1503.0,229.624,4059948390.3,5.6125
国务院国有资产监督管理委员会,600179.SH,中央国有企业,黑化股份,,1998-11-04 00:00:00,19981030.0,制造业-石油加工、炼焦和核燃料加工业,黑化股份复合肥、黑化股份改质沥青、黑化股份甲醇、黑化股份焦炉煤气、黑化股份焦炭、黑化股份尿素、黑化股份硝酸铵,氮肥、复合(混)肥、煤制品、燃气、有机化工原料,黑龙江省,212862850.41,22796347.61,572944364.03,27.1601,10.1995,26.1795,44.95,0.5886,3.46,新型煤化工;央企;融资融券标的;超涨,1504.0,310.1342,3276000000.0,13.4216
教育部,600100.SH,中央国有企业,同方股份,,1997-06-27 00:00:00,19970625.0,制造业-计算机、通信和其他电子设备制造业,黑龙江松花江流域污水治理工程、南水北调中线干线京石段应急供水工程视频监控系统集成项目、同方ezIBS智能建筑信息集成系统、同方ezONE软件平台、同方Techcon智能控制系统、同方安防系统、同方笔记本电脑、同方电子政务系统、同方光盘、同方凌讯数字电视发射器、同方燃气、同方身份证芯片、同方台式电脑、同方污水源热泵机组、郑州煤电综合办公楼智能化系统工程,存储设备、电脑整机、电子测试和测量仪器、电子设备及加工、行业专用软件、环保机械、集成电路、监控器材及系统、燃气、污水处理、运营平台系统,北京,4099895435.46,5179000203.59,5592176185.44,-40.4777,10.3056,57.0501,21.6,4.7595,6.94,物联网;三网融合;核高基;云计算;安防监控;太赫兹;智能家居;融资融券标的;超涨,1505.0,40.7141,27561443264.5,2.5863
景德镇市国有资产监督管理委员会,002068.SZ,地方国有企业,黑猫股份,,2006-09-15 00:00:00,20010712.0,制造业-化学原料和化学制品制造业,黑猫股份软质湿法炭黑、黑猫股份尾煤气、黑猫股份尾气、黑猫股份硬质湿法炭黑,催化剂及化学助剂、燃气,江西省,380185438.96,417249754.52,673251132.09,0.7964,8.6357,43.7301,43.44,0.2764,1.97,超涨;预增;预减,1506.0,145.2054,3736856768.0,2.8933
林秀浩,002387.SZ,民营企业,黑牛食品,,2010-04-13 00:00:00,19980107.0,制造业-酒、饮料和精制茶制造业,黑牛豆粉、黑牛豆奶粉、黑牛高钙豆浆、黑牛核桃粉、黑牛黑芝麻糊、黑牛燕麦片、双蛋动车,豆制品、休闲食品,广东省,466088885.55,608915058.36,411961768.15,-15.0691,23.7249,16.349,43.41,2.09,1.07,超涨;预增,1507.0,354.412,5164054038.0,3.7714
崔根良,600487.SH,民营企业,亨通光电,,2003-08-22 00:00:00,19930605.0,制造业-电气机械和器材制造业,亨通光电层绞式光缆、亨通光电电力光缆、亨通光电光电转换收发器、亨通光电光纤、亨通光电光纤带光缆、亨通光电交换机、亨通光电气送光缆、亨通光电室内光缆、亨通光电特殊光缆、亨通光电中心束管式光缆,交换设备、通信线缆、通信终端设备,江苏省,1385614360.58,1114901786.59,1385676891.44,68.8405,22.717,56.5479,37.81,3.8049,11.22,宽带提速;超涨;高送转,1508.0,26.94,7840682927.25,2.0412
王信恩,002237.SZ,民营企业,恒邦股份,,2008-05-20 00:00:00,19940218.0,制造业-有色金属冶炼和压延加工业,恒邦3.3’——二氯联苯胺盐酸盐、恒邦成品白银、恒邦成品黄金、恒邦甲酸钠、恒邦磷胺、恒邦硫酸、恒邦液体二氧化硫、恒邦阴极铜,白银、黄金、其他化学品、铜、无机化工原料、有机化工原料,山东省,1277534135.15,782607446.34,1095066118.5,-65.1744,-38.9752,116.8106,35.5,1.8819,7.25,黄金珠宝;融资融券标的;超涨,1509.0,32.7269,7651912000.0,2.259
钱云宝,002104.SZ,民营企业,恒宝股份,,2007-01-10 00:00:00,19960924.0,制造业-计算机、通信和其他电子设备制造业,恒宝UranusMobile系列(通信类IC卡)、恒宝UranusNext USIM/USAT (通信类IC卡)、恒宝UranusPay EP(金融类IC卡)、恒宝UranusPay PBOC(金融类IC卡)、恒宝非接触式卡读写器、恒宝接触式卡读写器、恒宝模块封装、恒宝票证、恒宝税控IC卡、恒宝通信类IC卡、恒宝银行磁条卡,集成电路、塑料包装制品、印刷品及印刷器材、智能商用设备,江苏省,254927576.01,208563460.41,292933170.62,41.2249,-24.9294,0.3807,22.25,15.9227,22.73,移动支付;苹果;智能IC卡;融资融券标的;预增;高送转,1510.0,48.7342,9785104000.0,9.7179
江春华;方文;罗新伟;陈显龙,300365.SZ,民营企业,恒华科技,,2014-01-23 00:00:00,20001123.0,信息传输、软件和信息技术服务业-软件和信息技术服务业,恒华电网规划与设计软件、恒华电网基建工程管理系列软件、恒华电网检修管理系列软件、恒华电网营销管理系列软件、恒华电网运行管理系列软件、恒华文库、恒华在线教育培训系统、恒华智能会议室,行业专用软件、系统集成服务,北京,43647534.25,38587908.52,38155239.85,-6.0567,15.9381,25.1449,17.55,30.0137,28.65,智能电网;小盘绩优;超涨;高送转,1511.0,55.3326,3292041600.0,6.9839
肖家守,600165.SH,民营企业,新日恒力,,1998-05-29 00:00:00,19980514.0,制造业-金属制品业,恒力编织钢丝绳、恒力扁钢丝绳、恒力钢绞线、恒力钢丝、恒力密封钢丝绳、恒力普通圆股钢丝绳、恒力形股钢丝绳、恒力预应力钢丝、华辉活性炭,催化剂及化学助剂、钢丝类、型钢类,宁夏回族自治区,302668106.81,237664947.34,257906929.51,24.8448,-3.0562,22.3439,29.2,0.5916,1.073,超涨;预增;预减,1512.0,246.6352,2731316494.7,2.4872
马云,600570.SH,民营企业,恒生电子,,2003-12-16 00:00:00,20001213.0,信息传输、软件和信息技术服务业-软件和信息技术服务业,恒生“新干线”网上交易软件、恒生CallCenter软件、恒生QFII投资管理系统、恒生VDS-Windows无盘证券应用平台、恒生大福星网上行情分析系统、恒生电话银行系统、恒生高速公路收费软件、恒生高速行情主动推送系统、恒生股份特别转让(三板)系统、恒生集中报盘管理系统、恒生经纪人管理系统、恒生开放式证券投资基金销售管理系统、恒生客户服务中心系统、恒生授信台帐管理系统、恒生数据库实时备份系统、恒生债券综合管理系统、恒生证期通交易系统、恒生证券端银证业务综合管理平台、恒生证券集合受托业务管理平台、恒生证券投资赢家多帐户版、恒生证券信息短消息主动服务系统、恒生证券综合业务平台、恒生证券总部风险控制平台、恒生资金信托业务管理系统,CTI语音软件、ERP软件、行业专用软件、投资银行业务、运营平台系统,浙江省,358012544.33,528763271.09,340927852.37,17.2101,-12.0377,33.4367,20.62,28.0932,21.73,核高基;互联网金融;融资融券标的;基金重仓;基金增仓;超涨;预增,1513.0,116.5223,37673759876.4,21.9924
