actual_controller,stock_code,owner_type,company_name,bargain_freq,ipo_at,start_at,industry,main_product,main_product_type,region,cash_reserve_2,cash_reserve_3,cash_reserve_1,growth_ratio_1,growth_ratio_2,growth_ratio_3,ssh_prop,net_profit,roe,concept_sector,row_index,pe,market_value,pb
黄山市供销合作联社,002014.SZ,集体企业,永新股份,,2004-07-08 00:00:00,19920521.0,制造业-橡胶和塑料制品业,永新股份镀铝包装膜、永新股份黑白膜、永新股份建材包装膜、永新股份农化包装膜、永新股份日化包装膜、永新股份食品包装膜、永新股份五层共挤薄膜、永新股份医药包装膜,塑料包装制品,安徽省,739996667.74,339045493.21,552308460.94,4.0602,12.8633,48.7085,28.3,10.8555,12.56,,2441.0,16.1891,2853644022.0,2.006
王文京,600588.SH,民营企业,用友软件,,2001-05-18 00:00:00,19991206.0,信息传输、软件和信息技术服务业-软件和信息技术服务业,用友CRM软件、用友ERP软件、用友OA软件、用友PDM软件、用友SCM软件、用友Tong软件、用友UFIDA U9业务、用友财务软件、用友电子行业专业软件、用友房地产专用软件、用友服务专用软件、用友服装鞋帽版软件、用友高端集团e-HR业务发展情况、用友高端集团与行业解决方案ERP-NC业务、用友化工行业专业软件、用友建筑专用软件、用友金融专用软件、用友军工专用软件、用友汽配行业专业软件、用友医药行业专业软件,CRM软件、ERP软件、OA软件、PDM软件、SCM软件、财务软件、行业专用软件,北京,1697036209.0,1397118426.0,2099836650.0,-2.3532,3.0117,35.3796,29.55,13.0346,18.47,核高基;云计算;移动转售;去IOE;融资融券标的;大盘蓝筹;超涨,2442.0,61.3254,33600308809.3,10.6528
谢先兴;谢建平;谢建强;谢建勇,002489.SZ,民营企业,浙江永强,,2010-10-21 00:00:00,20010618.0,制造业-家具制造业,尤特里欧-扁管圆形玻璃桌、尤特里欧-方型玻璃桌休闲套装、尤特里欧-豪华扶手休闲椅、尤特里欧-弧形扶手椅、尤特里欧-六角形玻璃桌、尤特里欧-特斯林弹簧椅、尤特里欧-特斯林扶手椅、尤特里欧-特斯林躺椅、尤特里欧-特斯林旋转椅、尤特里欧-特斯林摇手铝伞、尤特里欧-特斯林桌椅组合、尤特里欧-椭圆形铝合金玻璃桌、尤特里欧-休闲玻璃桌、尤特里欧休闲套装、尤特里欧-旋钮式香蕉吊伞、尤特里欧-圆管豪华玻璃桌,家具,浙江省,1179373720.43,1368957066.7,406981386.13,7.0269,4.9396,-7.2967,37.68,8.6643,8.49,金融改革;超涨,2443.0,28.1213,7364031243.8,2.2958
国务院国有资产监督管理委员会,600680.SH,中央国有企业,上海普天,,1993-10-18 00:00:00,19931008.0,制造业-计算机、通信和其他电子设备制造业,邮通AFC自动售检票系统、邮通POS机、邮通程控数字交换机、邮通打印机、邮通二代身份证阅读器、邮通发票打印机、邮通光端机、邮通光纤收发器、邮通宽带接入设备、邮通普通收款机、邮通手机、邮通数字配线架、邮通税控收款机、邮通调制解调器、邮通以太网交换机、邮通自动售票机,传输设备、打印机、电脑配件、电子测试和测量仪器、交换设备、接入设备、通信终端设备、移动通讯设备与配件、智能商用设备、综合布线产品,上海,270379807.08,319274415.8,110917120.22,20.1802,-8.4395,36.8381,51.45,0.8936,1.153,央企;新能源汽车;充电桩;融资融券标的;含B股的A股,2444.0,415.5291,6471074955.41,4.7509
骆莲琴;时沈祥,002718.SZ,民营企业,友邦吊顶,,2014-01-28 00:00:00,20071223.0,制造业-其他制造业,友邦集成吊顶,建筑型材,浙江省,121441590.31,87822366.99,181192652.78,45.2052,17.2487,25.5966,37.31,27.8807,35.83,小盘绩优;超涨,2445.0,48.9908,4215720000.0,9.439
湖北广播电视台,000665.SZ,地方国有企业,湖北广电,,1996-12-10 00:00:00,19910205.0,文化、体育和娱乐业-广播、电视、电影和影视录音制作业,有线电视传输服务、有线宽频接入服务,有线电视网,湖北省,369758846.61,102959213.86,358117209.67,10.7075,4.2224,3.1256,14.31,15.9413,8.25,三网融合;文化传媒概念(Wind),2446.0,44.1427,8118016781.09,3.4465
刘悉承,600847.SH,民营企业,万里股份,,1994-03-24 00:00:00,19920718.0,制造业-电气机械和器材制造业,渝万里大奔、渝万里废旧金属、渝万里凌志600、渝万里铅酸蓄电池、渝万里燃料电池、渝万里世纪凌鹰,半金属、低压电器类、电动车,重庆,2571512.28,5849582.94,508862599.88,22.7941,-44.7613,7.3661,26.29,-9.7688,-6.5,,2447.0,-190.8858,2609499938.0,3.6989
刘群,300125.SZ,公众企业,易世达,,2010-10-13 00:00:00,20051212.0,科学研究和技术服务业-专业技术服务业,余热发电成套技术设备、余热发电系统工程设计与服务,发电机及附属设备,辽宁省,698381276.53,682781122.59,709784425.1,9.6361,11.7102,30.0646,23.42,5.3591,2.03,合同能源管理;LNG;超涨;预增,2448.0,113.4624,2474460000.0,2.2801
吴光明,002223.SZ,民营企业,鱼跃医疗,,2008-04-18 00:00:00,19981022.0,制造业-专用设备制造业,鱼跃2000轮椅车、鱼跃402AI超声雾化器、鱼跃403C压缩空气式雾化器、鱼跃7D电动洗胃机、鱼跃7E-D交直流吸痰器、鱼跃7F-3型氧护士制氧机、鱼跃7F-5制氧机(带雾化)、鱼跃AI型家庭保健药箱（不附器材）、鱼跃A型颈椎牵引器、鱼跃B型家庭保健药箱（不附器材）、鱼跃H032轮椅车、鱼跃H100轮椅车、鱼跃IN-615P单用听诊器(白金版)、鱼跃IN-747GPF双用听诊器(黄金版)、鱼跃XY-98BⅢ氧气吸入器、鱼跃XY-98BII墙式氧气吸入器、鱼跃YU821手杖、鱼跃便携式压缩氧自救器、鱼跃单用新型铝合金听诊器、鱼跃防护眼罩、鱼跃人工流产器械箱、鱼跃三用听诊器、鱼跃双翼阴道扩张器（检查小号）、鱼跃血压表、鱼跃血压计,医用辅助设备、医用耗材、诊断治疗设备,江苏省,321356633.81,329680905.2,322586989.5,5.3975,3.4449,38.914,29.85,18.1533,18.38,融资融券标的,2449.0,55.0037,14193890880.0,8.8665
国务院国有资产监督管理委员会,000738.SZ,中央国有企业,中航动控,,1997-06-26 00:00:00,19970620.0,制造业-铁路、船舶、航空航天和其他运输设备制造业,宇航486Q型号汽车缸体、宇航DFL-01型电动转向器、宇航DFL-04型电动转向器、宇航DFL-18型电动转向器、宇航航空零部件加工、宇航摩托车发动机、宇航南方电动车、宇航南方摩托车,电动车、发动机设备、航空零部件、摩托车、转向设备,江苏省,599442450.39,675514479.84,1663543721.29,16.2817,29.4839,16.6749,23.34,7.9757,6.22,央企;通用航空;高端装备制造;航母;融资融券标的;超涨,2450.0,104.5743,21263121997.4,4.7973
魏连速,002289.SZ,民营企业,宇顺电子,,2009-09-03 00:00:00,20040102.0,制造业-计算机、通信和其他电子设备制造业,宇顺电子TFT液晶显示器、宇顺电子TN液晶显示器、宇顺电子大尺寸TFT模组、宇顺电子普通STN液晶显示器、宇顺电子中小尺寸TFT模组,显示设备,广东省,174765001.59,99861604.53,600637488.59,21.628,19.4667,9.773,13.97,0.739,1.31,触摸屏;超涨;预增;高送转,2451.0,466.8219,3764741813.3,2.4696
国务院国有资产监督管理委员会,002167.SZ,中央国有企业,东方锆业,,2007-09-13 00:00:00,19951110.0,制造业-化学原料和化学制品制造业,宇田二氧化锆、宇田复合氧化锆、宇田硅酸锆、宇田氯化锆、宇田氯氧化锆、宇田氧化锆结构陶瓷,工业陶瓷、重有色金属,广东省,646635701.5,419660643.08,314164653.44,21.1306,20.2708,31.3959,15.66,-17.4133,-4.78,核能核电;新材料;超涨;预减,2452.0,-101.2639,6950455560.0,5.1978
汤玉祥等7人,600066.SH,民营企业,宇通客车,,1997-05-08 00:00:00,19930228.0,制造业-汽车制造业,宇通城市客车、宇通公交车、宇通莱茵系列客车、宇通旅游车、宇通前置车、宇通学生接送车,客车,河南省,3054544210.84,1171003114.97,4206741261.71,11.6047,16.0536,21.799,31.5,8.2462,22.8,新能源汽车;沪股通50;融资融券标的;大盘蓝筹;超涨;并购阶段(需定增),2453.0,14.3027,26067833616.2,2.8838
邵萍;路联,000408.SZ,民营企业,金谷源,,1996-06-28 00:00:00,19960625.0,批发和零售业-批发业,玉源国际贸易中心项目、玉源进出口、玉源棉花加工,进出口贸易、其他农产品、物业出租和管理,河北省,6023178.12,1778908.76,2499316.0,4.6965,2.7299,8.9465,19.69,10.4802,11.75,重组;黄金珠宝;预增,2454.0,68.9979,1491101865.0,7.6439
姜照柏,002505.SZ,民营企业,大康牧业,,2010-11-18 00:00:00,19970121.0,农、林、牧、渔业-畜牧业,育肥猪、仔猪、种猪、猪饲料,禽畜养殖、饲料,湖南省,307666466.13,199059730.38,275287126.62,10.8389,7.0617,6.5319,18.09,0.4705,0.35,超涨;预增;高送转;并购阶段(需定增),2455.0,7533.2771,21508433100.0,3.7245
杨文江,002177.SZ,民营企业,御银股份,,2007-11-01 00:00:00,20010426.0,制造业-专用设备制造业,御银ATM合作运营服务、御银ATM融资租赁、御银ATM数字监控系统、御银KT_VIEW(自助终端监控软件)、御银二合一卡折一体机、御银现金循环机、御银银空电子客票机、御银自动取款机、御银自助服务终端,行业专用软件、系统集成服务、智能商用设备、资金信托,广东省,287664602.68,183505395.65,163835716.7,-10.4148,0.1886,-2.3304,28.61,14.6561,8.63,智能IC卡;民营银行;超涨,2456.0,45.4087,5648039401.48,3.6801
安徽省人民政府国有资产监督管理委员会,600575.SH,地方国有企业,皖江物流,,2003-03-28 00:00:00,20001129.0,交通运输、仓储和邮政业-水上运输业,裕溪口煤炭码头、朱家桥外贸集装箱码头,集装箱码头、散货码头,安徽省,4130237661.17,3274924470.23,4979181758.03,4.0846,17.3045,18.4001,50.65,0.7749,5.65,长江经济带;融资融券标的,2457.0,44.6829,11853297277.0,2.43
济源市人民政府,600531.SH,地方国有企业,豫光金铅,,2002-07-30 00:00:00,20000106.0,制造业-有色金属冶炼和压延加工业,豫光金铅白银、豫光金铅粗铜、豫光金铅电解铅、豫光金铅黄金、豫光金铅硫酸、豫光金铅氧化锌,白银、黄金、铅、铜、无机化工原料、锌,河南省,1220241669.65,864239195.86,1060672363.23,22.2138,9.6912,-15.4308,42.46,-4.3652,-30.79,黄金珠宝;超涨,2458.0,-9.2129,4594102074.56,3.3885
河南省发展和改革委员会,001896.SZ,地方国有企业,豫能控股,,1998-01-22 00:00:00,19971125.0,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,豫能控股河南省火电供应,火电,河南省,237268653.3,186018208.94,80723224.37,-7.8965,-2.0034,47.0989,83.34,9.9046,37.95,超涨;预增;并购阶段(需定增),2459.0,19.6244,5716091348.1,5.7116
上海市闸北区国有资产监督管理委员会,600604.SH,地方国有企业,市北高新,,1992-03-27 00:00:00,19920312.0,房地产业-房地产业,园区产业投资、园区产业载体销售、租赁、园区综合服务,开发区园区,上海,344276553.98,324093197.12,100914038.86,15.768,5.0004,-2.8495,41.94,40.1986,14.17,新三板;融资融券标的;含B股的A股;并购阶段(需定增),2460.0,41.6699,7159917761.6,5.5379
黄贤优,600381.SH,民营企业,*ST贤成,,2001-05-08 00:00:00,19980828.0,制造业-非金属矿物制品业,原煤,原煤,青海省,381916557.08,1641700832.53,373948608.32,9.8133,12.9901,24.7867,11.5,190.2225,,借壳上市;*ST;预增;并购阶段(需定增),2461.0,129.611,4259000350.32,-96.2134
陈利浩,002063.SZ,民营企业,远光软件,,2006-08-23 00:00:00,19981229.0,信息传输、软件和信息技术服务业-软件和信息技术服务业,远光财产保险系统、远光财务管理系统V3.0、远光财务管理新纪元软件、远光电力ERP软件、远光电力财务软件、远光电网资产（设备）管理系统、远光集团对帐系统、远光社保综合管理系统、远光审计直通车、远光预算管理系统,财务软件、行业专用软件,广东省,840465444.75,577318345.02,999644141.93,2.0639,14.9736,13.1274,11.51,36.6036,22.77,核高基;融资融券标的;超涨,2462.0,30.6082,10436005299.6,6.2276
陈光珠;徐玉锁,002161.SZ,民营企业,远望谷,,2007-08-21 00:00:00,19991221.0,制造业-计算机、通信和其他电子设备制造业,远望谷XC-3型地面读出设备、远望谷XCRF-500读写器系列、远望谷XCRF-800读写器系列、远望谷XCTF-5000电子标签系列、远望谷XCTF-8000电子标签系列、远望谷机车标签双向数据传输系统,电子测试和测量仪器、智能商用设备,广东省,484407726.01,507932859.74,200226285.12,3.1031,-5.9347,39.6371,25.19,8.8087,2.76,物联网;高铁;智能交通;融资融券标的;预减,2463.0,161.2211,6295335474.0,4.4688
戴连荣,000683.SZ,民营企业,远兴能源,,1997-01-31 00:00:00,19970123.0,制造业-化学原料和化学制品制造业,远兴纯碱、远兴二甲醚、远兴环丙胺、远兴甲醇、远兴甲醇钠、远兴甲醛、远兴小苏打,无机化工原料、有机化工原料,内蒙古自治区,857561088.42,358214955.05,735995250.41,90.2125,-17.6394,0.6606,42.48,1.1951,1.13,新型煤化工;超涨;预增;预减,2464.0,273.9656,7369935564.0,3.1229
朱镇辉,000622.SZ,民营企业,恒立实业,,1996-11-07 00:00:00,19930508.0,制造业-专用设备制造业,岳阳恒立玻璃钢宽顶置空调、岳阳恒立玻璃钢窄顶置空调、岳阳恒立独立式空调机组、岳阳恒立非独立式空调机组、岳阳恒立璃钢宽顶置双系统空调、岳阳恒立铝合金宽顶置空调,空调器具,湖南省,241739248.7,10341157.21,224471388.0,14.3283,7.74,-28.1932,17.99,6.0151,4.37,借壳上市;超涨,2465.0,302.6913,3065879460.0,13.1856
国务院国有资产监督管理委员会,600963.SH,中央国有企业,岳阳林纸,,2004-05-25 00:00:00,20000928.0,制造业-造纸和纸制品业,岳阳楼包装纸、岳阳楼表面施胶新闻纸、岳阳楼胶印新闻纸、岳阳楼淋膜原纸、岳阳楼轻量涂布纸、岳阳楼轻涂纸、岳阳楼颜料整饰胶版纸,工业用纸、新闻用纸、印刷用纸、纸包装制品,湖南省,665424096.24,1151867818.83,742037987.32,-8.8665,-57.7326,-53.2273,37.34,0.293,0.36,央企;土地流转;国资改革;超涨,2466.0,276.264,5351406429.24,1.0058
国务院国有资产监督管理委员会,000819.SZ,中央国有企业,岳阳兴长,,1997-06-25 00:00:00,19900214.0,制造业-石油加工、炼焦和核燃料加工业,岳阳兴长丙烯、岳阳兴长甲醇、岳阳兴长甲基叔丁基醚、岳阳兴长聚丙烯、岳阳兴长氢气、岳阳兴长液化石油气、岳阳兴长幽门螺杆菌胃病疫苗,催化剂及化学助剂、高分子聚合物、氢气、液化气、疫苗、有机化工原料,湖南省,373571209.08,319993148.88,371026991.26,-3.8076,15.2049,34.7813,23.46,3.1249,10.53,央企;生物疫苗;预减,2467.0,65.7162,4104204883.05,6.655
盐城市国有资产监督管理委员会,600805.SH,地方国有企业,悦达投资,,1994-01-03 00:00:00,19880318.0,综合-综合,悦达国际大酒店、悦达国际购物中心、悦达投资黛安芬妇女内衣、悦达投资东风-12型手扶拖拉机配套农机具、悦达投资黄海割草机、悦达投资黄海金马系列轮式拖拉机、悦达投资黄海手扶拖拉机系列产品、悦达投资嘉华商务车、悦达投资金马系列拖拉机配套农机具、悦达投资纳科思注射用重组改构人肿瘤坏死因子（rmhTNF）、悦达投资牛血清白蛋白、悦达投资起亚千里马、悦达投资纱线、悦达投资山羊血清、悦达投资胎牛血清、悦达投资西安—铜川一级公路收费、悦达投资小牛血清、悦达投资徐州三环路收费、悦达投资乙肝治疗性疫苗、悦达投资远舰轿车、悦达投资悦达普莱特,大型购物中心、环保机械、轿车、酒店、抗肿瘤制剂、内衣、普通公路收费、其他纺织品及原料、商务车、血液制品、疫苗、重型建筑工程机械、重型农业机械,江苏省,1700709885.4,1122432543.47,964887876.26,-12.2989,3.3409,37.5875,23.06,64.6864,28.49,融资融券标的,2468.0,7.4536,9632125672.08,1.6306
林万青;林平;林信福;林仙明;林斌;林申茂,002725.SZ,民营企业,跃岭股份,,2014-01-29 00:00:00,19980521.0,制造业-汽车制造业,跃岭卡丁车轮毂、跃岭摩托车轮毂、跃岭汽车轮毂、跃岭沙滩车轮毂,专用设备与零部件,浙江省,108057802.85,122961618.88,126262618.13,-4.2066,10.6891,18.5233,12.96,12.2299,23.94,小盘绩优;超涨,2469.0,37.5578,3862000000.0,4.5826
